round,accuracy,detection_rate,false_positive_rate
1,0.943732570220367,0.8675376568994082,0.0020288621275413696
2,0.445205978855268,0.9993860639138412,0.9486733880728071
3,0.6668975447933945,0.20701112251147857,0.0070346872496263755
4,0.9341997338825802,0.8458215711968273,0.002964340710802064
5,0.8630042104879427,0.7504644613019743,0.05705474158910833
6,0.9307730164227257,0.8386253173392125,0.00365004645889553
7,0.8126788546014618,0.6096657669579278,0.04281189429323541
8,0.9291325665749229,0.8401987188536658,0.007819488286172951
9,0.7343784177907401,0.4356140979422356,0.05317890944855177
10,0.9256653299307327,0.8408588563922267,0.014005911290438525
11,0.8307692307692309,0.6605430434929004,0.04837286885451686
12,0.928622204400051,0.8415488049570692,0.009859134166813917
13,0.7938206343419614,0.6165522179831334,0.07971478953864451
14,0.9288773854874871,0.8407567939921893,0.008453213118566916
15,0.8486511119212542,0.7457482217858906,0.0781244974876527
16,0.9314109691413158,0.840929012025888,0.004483984625379297
17,0.7865045659187431,0.5564422764532194,0.04995979602489964
18,0.9285089318264673,0.8385196276040734,0.007367841674035016
19,0.8348796092083919,0.715222879356364,0.08021802282884963
20,0.9284034777536774,0.8391624602903964,0.00823089904556085
