round,accuracy,detection_rate,false_positive_rate
1,0.6973150402006344,0.6835205718471311,0.004447811893489018
2,0.9712430592073014,0.4322513266960585,0.0002482845617660963
3,0.8251625741461883,0.7009724773706384,0.005912239377500603
4,0.9782779710987166,0.5016786506410582,0.0018825295427729919
5,0.9426705969861429,0.9155986715828739,0.006398806535072521
6,0.7703006546351752,0.7359739417546933,0.010848694356392177
7,0.8739608721428102,0.8474546861347222,0.011392255409395206
8,0.8088724192694547,0.8075715653601355,0.010487059487022552
9,0.8797971148145709,0.8534536194859202,0.011949367595143739
10,0.9424777542081049,0.9151072104416675,0.006976120449212887
11,0.9275510118079378,0.8144127815734974,0.008397774808585171
12,0.9711433457647374,0.6791077112260159,0.005883498707306353
13,0.8606479766168539,0.855891722401272,0.013129783539112767
14,0.9651604677961115,0.5119090743355401,0.0030850800829232998
15,0.8926999582011753,0.888641508409792,0.010465151191867245
16,0.9238825388974312,0.7806418287232091,0.005495128853245084
17,0.9029192671632776,0.7519263900331736,0.010079801140522052
18,0.9684411952671028,0.6503567692963297,0.004937832785644034
19,0.9733603180857542,0.5074666877675722,0.0016388894175976003
20,0.85246802165895,0.8077692053722274,0.003670332313895173
