round,accuracy,detection_rate,false_positive_rate,train_loss
1,0.8946293798082181,0.8541366390079882,0.07304359734967861,0.2008966021240664
2,0.6204925803040799,0.9946292153301148,0.6061520173327539,0.16272626340775195
3,0.8367393444416087,0.9216782596687733,0.21688491151437905,0.15669796507844938
4,0.9036259889889524,0.9045157421480451,0.09468776618870645,0.15318580881427685
5,0.9367138221460604,0.8766291620792956,0.02083628405299733,0.15112794731082163
6,0.9309621905421664,0.8431009291191677,0.002791549544696956,0.14992955786076112
7,0.931244758814307,0.8445296575455565,0.002870916766177193,0.14834442744165027
8,0.9316640536697414,0.8449847046765855,0.002948497029532542,0.14717713112398306
9,0.9414263317169212,0.8621804982813421,0.006561191519251917,0.14642451784729818
10,0.9347449593466293,0.8524007566724443,0.004610582831489882,0.14557446024581833
11,0.9396124257118896,0.8599951661567067,0.006160360158582614,0.14453522193913007
12,0.937342764429212,0.8612695162922508,0.0077012026950509065,0.1439271972852085
13,0.9318281255696941,0.8447987882593799,0.0022967416093196257,0.1426202975627594
14,0.9368961242571188,0.8535860020189661,0.003581473527559595,0.14260144649425766
15,0.9354559375797571,0.8536749803411157,0.004387198169066617,0.1419661935615844
16,0.9368414336238013,0.8529600866657828,0.0026740954930369962,0.14106822469123698
17,0.9388649870565501,0.8568407618832358,0.003311133911232466,0.14084292128820095
18,0.9384001166733511,0.8580388671617555,0.0038929858863975837,0.1402712649504913
19,0.9412622598169685,0.8705704644130797,0.009959154172692858,0.13923031122962784
20,0.9421920005833667,0.8673746040271714,0.006608742125864078,0.13865508677861088
