round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.863480,0.057120,0.643245,0.105392,0.045747,0.060346,0.138969,0.025168
2,0.882484,0.030708,0.611170,0.089471,0.001637,0.000492,0.129745,0.024747
3,0.870599,0.047271,0.595931,0.102493,0.001309,0.000248,0.127213,0.024160
4,0.872842,0.045858,0.603236,0.101039,0.001084,0.000222,0.126072,0.024246
5,0.882588,0.035962,0.626597,0.088346,0.000967,0.000343,0.124647,0.024277
6,0.885370,0.032626,0.629829,0.085415,0.000898,0.000416,0.123647,0.024537
7,0.875503,0.046854,0.622865,0.103162,0.002609,0.002303,0.122984,0.024715
8,0.865001,0.046052,0.611457,0.093765,0.000822,0.000396,0.122411,0.024911
9,0.873816,0.048988,0.618887,0.104503,0.001090,0.000839,0.122001,0.024979
10,0.886307,0.034097,0.629410,0.089263,0.001254,0.000820,0.121653,0.025039
11,0.876001,0.050704,0.621315,0.109047,0.001327,0.000794,0.121274,0.025263
12,0.888119,0.027624,0.643147,0.086723,0.003147,0.003689,0.120860,0.025509
13,0.878124,0.049287,0.617944,0.111277,0.000792,0.000432,0.120722,0.025493
14,0.881766,0.044386,0.628772,0.108500,0.000437,0.000153,0.120394,0.025653
15,0.884481,0.037693,0.637174,0.101916,0.000433,0.000201,0.120230,0.025589
16,0.886157,0.034889,0.631988,0.098636,0.000522,0.000229,0.120209,0.025560
17,0.886315,0.034917,0.637892,0.099532,0.001264,0.000854,0.119828,0.025639
18,0.894753,0.026616,0.650595,0.094797,0.001487,0.001296,0.119875,0.025645
19,0.891645,0.029924,0.642765,0.096281,0.000369,0.000211,0.119745,0.025747
20,0.885631,0.040781,0.639054,0.105435,0.000604,0.000365,0.119572,0.025784
