round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.802773,0.048555,0.405583,0.304480,0.013551,0.018633,0.099151,0.035476
2,0.850894,0.036851,0.561068,0.160275,0.002037,0.001642,0.097365,0.035534
3,0.864041,0.018860,0.617678,0.111592,0.018553,0.025452,0.092004,0.033600
4,0.880372,0.014871,0.652766,0.099884,0.018726,0.023451,0.090770,0.032999
5,0.869272,0.031757,0.620808,0.116643,0.007947,0.008345,0.090436,0.032854
6,0.885170,0.017663,0.669050,0.084069,0.018811,0.023673,0.090106,0.032626
7,0.876604,0.024770,0.622983,0.098428,0.000518,0.000267,0.090199,0.032494
8,0.883029,0.019821,0.631897,0.098419,0.000538,0.000246,0.090813,0.031930
9,0.882590,0.020023,0.635231,0.109676,0.001523,0.001583,0.090781,0.031950
10,0.879382,0.025598,0.626688,0.120414,0.000294,0.000122,0.090720,0.032042
11,0.888037,0.017714,0.639197,0.127833,0.001508,0.001692,0.090260,0.032202
12,0.887556,0.021678,0.641861,0.135918,0.001374,0.001687,0.090178,0.031907
13,0.881457,0.023700,0.622963,0.127589,0.000234,0.000094,0.090133,0.032157
14,0.883825,0.020456,0.629220,0.123203,0.001337,0.001613,0.090343,0.032145
15,0.874410,0.030279,0.608113,0.135559,0.000205,0.000122,0.090371,0.031508
16,0.877790,0.027089,0.614631,0.131051,0.000235,0.000120,0.090453,0.032199
17,0.886533,0.021433,0.633953,0.137338,0.001332,0.001668,0.090322,0.031836
18,0.883611,0.024990,0.629318,0.141657,0.001304,0.001658,0.089950,0.032152
19,0.889491,0.020044,0.640070,0.141041,0.001414,0.001786,0.089956,0.031889
20,0.883024,0.028148,0.624040,0.148546,0.000213,0.000145,0.090055,0.031913
