round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.773523,0.048888,0.275465,0.343667,0.000557,0.000788,0.098098,0.030501
2,0.828632,0.037736,0.486956,0.243084,0.000561,0.000337,0.102783,0.029334
3,0.839201,0.039425,0.512560,0.238249,0.001664,0.001686,0.094325,0.026148
4,0.849483,0.041877,0.515420,0.231428,0.000484,0.000276,0.092943,0.025585
5,0.863211,0.053010,0.536970,0.241333,0.000385,0.000167,0.092689,0.024904
6,0.861288,0.047519,0.532933,0.230482,0.000274,0.000160,0.092326,0.025254
7,0.861450,0.051053,0.533129,0.238604,0.000252,0.000135,0.092372,0.024900
8,0.869892,0.042110,0.547643,0.226964,0.000414,0.000035,0.091899,0.025172
9,0.866661,0.047481,0.545757,0.235675,0.001562,0.001706,0.091702,0.025101
10,0.871075,0.036271,0.579175,0.216671,0.005131,0.006859,0.091627,0.025334
11,0.858330,0.046526,0.590126,0.249427,0.015533,0.017647,0.091263,0.024996
12,0.869398,0.027877,0.617533,0.221915,0.016868,0.020993,0.090720,0.025328
13,0.872177,0.025047,0.624849,0.214958,0.016319,0.019798,0.090548,0.024355
14,0.867428,0.027656,0.619741,0.224259,0.018405,0.023658,0.090074,0.024632
15,0.854374,0.040330,0.603340,0.245943,0.021863,0.030461,0.089925,0.024654
16,0.873831,0.017132,0.633989,0.209637,0.021726,0.029429,0.090202,0.024554
17,0.877729,0.015308,0.634178,0.205696,0.018496,0.021427,0.089728,0.024207
18,0.888511,0.005531,0.639829,0.186636,0.011185,0.015333,0.089350,0.024592
19,0.885422,0.010616,0.657005,0.186239,0.024385,0.031749,0.089718,0.024047
20,0.865072,0.029020,0.627562,0.232138,0.023055,0.028688,0.089498,0.024156
