round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.703098,0.277887,0.805828,0.192373,0.295200,0.405333,0.044629,0.015550
2,0.875308,0.044087,0.624533,0.179507,0.013956,0.015025,0.136299,0.103122
3,0.723522,0.194896,0.683717,0.233034,0.235099,0.298771,0.186288,0.149986
4,0.809949,0.106804,0.778464,0.185378,0.159715,0.196276,0.136283,0.095874
5,0.903823,0.003339,0.656194,0.133036,0.000112,0.000083,0.070142,0.028510
6,0.907137,0.007534,0.673366,0.131234,0.001471,0.001800,0.090799,0.074074
7,0.897351,0.015149,0.688386,0.121389,0.015592,0.021879,0.127728,0.073696
8,0.733591,0.233626,0.694984,0.222803,0.243275,0.340544,0.174508,0.096977
9,0.685555,0.291841,0.740277,0.190005,0.312045,0.400977,0.086905,0.064692
10,0.723743,0.267948,0.821903,0.163227,0.277598,0.390393,0.090693,0.027587
11,0.817829,0.114126,0.773731,0.176948,0.147860,0.209007,0.137974,0.106614
12,0.576677,0.251156,0.854746,0.205349,0.479743,0.357306,0.081412,0.012808
13,0.692980,0.153162,0.848475,0.200584,0.347462,0.245585,0.122910,0.078329
14,0.788165,0.176457,0.820736,0.163054,0.194065,0.273291,0.079923,0.050057
15,0.900336,0.013210,0.700183,0.104937,0.016050,0.021150,0.142077,0.087216
16,0.783080,0.174014,0.804962,0.179390,0.204534,0.289000,0.063587,0.056923
17,0.680331,0.285733,0.827000,0.160743,0.333436,0.410134,0.103351,0.042700
18,0.361588,0.123889,1.000000,0.000000,0.802265,0.134694,0.055870,0.061775
19,0.593976,0.256205,0.845988,0.212099,0.464511,0.360633,0.039697,0.023000
20,0.822605,0.108944,0.685279,0.187456,0.122640,0.173376,0.081412,0.028435
