round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.899462,0.010014,0.621361,0.054344,0.000158,0.000158,0.096256,0.013986
2,0.909960,0.000330,0.694626,0.016282,0.003873,0.003643,0.097583,0.010544
3,0.911341,0.001469,0.689007,0.000844,0.000577,0.000254,0.098497,0.010992
4,0.909400,0.003371,0.676999,0.011247,0.000246,0.000052,0.097048,0.012797
5,0.908762,0.001443,0.669794,0.010585,0.000096,0.000029,0.097529,0.013371
6,0.907637,0.003875,0.669127,0.014779,0.000113,0.000013,0.097890,0.013885
7,0.909566,0.003568,0.674287,0.016854,0.000235,0.000078,0.098135,0.014248
8,0.910246,0.003539,0.678966,0.012303,0.000218,0.000039,0.098241,0.015275
9,0.910219,0.003509,0.680123,0.013464,0.000269,0.000087,0.098630,0.015446
10,0.910730,0.002911,0.676238,0.016323,0.000201,0.000047,0.100238,0.017346
11,0.911099,0.002705,0.680513,0.011459,0.000223,0.000037,0.100408,0.017259
12,0.911323,0.002971,0.681301,0.012322,0.000273,0.000042,0.100207,0.017530
13,0.912412,0.002325,0.691485,0.003584,0.000325,0.000017,0.103245,0.019870
14,0.912258,0.002960,0.683042,0.012705,0.000283,0.000014,0.100415,0.016587
15,0.910954,0.003785,0.677014,0.017969,0.000203,0.000043,0.102572,0.018104
