round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.801632,0.048137,0.402603,0.305024,0.014130,0.018879,0.099574,0.035517
2,0.852577,0.039241,0.564627,0.163654,0.002083,0.001815,0.096797,0.035015
3,0.856672,0.029221,0.608347,0.116870,0.018584,0.023129,0.091890,0.033729
4,0.865225,0.023010,0.619778,0.105805,0.018521,0.023302,0.091234,0.033419
5,0.880504,0.017169,0.653431,0.077178,0.018990,0.023886,0.090918,0.032961
6,0.892660,0.016813,0.644487,0.086572,0.002402,0.002671,0.091018,0.032657
7,0.889560,0.015803,0.638070,0.093852,0.002966,0.002024,0.090137,0.032202
8,0.895389,0.017615,0.649328,0.085171,0.001868,0.002151,0.090243,0.032173
9,0.892915,0.017974,0.638693,0.087725,0.000382,0.000167,0.090299,0.032056
10,0.892105,0.020887,0.635238,0.082175,0.000251,0.000068,0.090957,0.032084
11,0.894990,0.018427,0.644875,0.085897,0.000556,0.000325,0.090654,0.031544
12,0.890840,0.020146,0.639355,0.081909,0.000744,0.000491,0.090135,0.031703
13,0.887690,0.019354,0.632386,0.088102,0.000292,0.000087,0.090614,0.031055
14,0.893616,0.014907,0.646781,0.101921,0.001521,0.001553,0.090628,0.031684
15,0.894728,0.014054,0.647408,0.102704,0.001378,0.001613,0.090054,0.032001
16,0.890440,0.017796,0.635982,0.090344,0.000248,0.000099,0.090205,0.031647
17,0.889836,0.018618,0.636085,0.089248,0.000306,0.000129,0.090587,0.031632
18,0.893810,0.013504,0.643615,0.101746,0.000249,0.000115,0.090278,0.031333
19,0.898514,0.009186,0.655525,0.116101,0.001350,0.001692,0.090011,0.032093
20,0.891977,0.016612,0.640050,0.093197,0.000286,0.000105,0.089951,0.032703
