round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.776877,0.178994,0.807331,0.160623,0.202805,0.280172,0.110664,0.029297
2,0.899260,0.008785,0.642963,0.146520,0.000124,0.000113,0.042171,0.003342
3,0.903959,0.005550,0.664238,0.126031,0.000672,0.000877,0.094251,0.083848
4,0.697906,0.291523,0.710093,0.205112,0.287915,0.407090,0.140491,0.048230
5,0.904859,0.002176,0.660011,0.129449,0.000787,0.000678,0.052289,0.034866
6,0.697108,0.300530,0.722143,0.197282,0.293743,0.413845,0.162645,0.080390
7,0.714179,0.270631,0.720721,0.198431,0.270138,0.380577,0.098788,0.057266
8,0.893876,0.013819,0.640700,0.142507,0.000070,0.000050,0.045089,0.033714
9,0.875958,0.032964,0.716756,0.132865,0.054221,0.076331,0.197056,0.121425
10,0.892467,0.022099,0.641247,0.150227,0.000378,0.000464,0.077339,0.063666
11,0.902832,0.003364,0.659076,0.130277,0.000180,0.000103,0.114997,0.109523
12,0.761576,0.121707,0.893159,0.068596,0.249597,0.199176,0.141015,0.092602
13,0.782593,0.176847,0.808113,0.180397,0.206503,0.291496,0.069075,0.047987
14,0.825798,0.115560,0.689278,0.154751,0.110981,0.156120,0.078737,0.060143
15,0.805623,0.138149,0.797415,0.179918,0.171834,0.242960,0.048751,0.025456
16,0.697046,0.300351,0.724077,0.195722,0.293397,0.413929,0.226195,0.062359
17,0.698587,0.301660,0.725178,0.194884,0.293632,0.414028,0.088803,0.066923
18,0.698997,0.295387,0.721379,0.197795,0.289893,0.409183,0.143793,0.091332
19,0.762661,0.117770,0.831667,0.197391,0.249085,0.208708,0.182807,0.092672
20,0.826940,0.079089,0.804151,0.091794,0.147378,0.149790,0.142583,0.088289
