round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.787803,0.056747,0.315379,0.344685,0.001298,0.001432,0.098447,0.030489
2,0.825686,0.035568,0.485175,0.242097,0.002113,0.001133,0.098132,0.026874
3,0.831319,0.036364,0.501580,0.236680,0.001640,0.001938,0.094353,0.025896
4,0.835116,0.040272,0.497559,0.245113,0.000660,0.000382,0.093033,0.025467
5,0.843406,0.040695,0.508608,0.239239,0.000323,0.000215,0.092264,0.025476
6,0.854736,0.045351,0.523849,0.227829,0.000241,0.000196,0.092199,0.025032
7,0.867575,0.043823,0.544522,0.230040,0.000423,0.000220,0.092100,0.024669
8,0.865192,0.049150,0.539851,0.236137,0.000516,0.000178,0.091495,0.024942
9,0.866287,0.051188,0.542590,0.240980,0.000686,0.000499,0.091521,0.024768
10,0.870399,0.041862,0.588802,0.232728,0.005132,0.006184,0.091532,0.025112
11,0.862586,0.046364,0.601372,0.249799,0.010980,0.010942,0.091035,0.024728
12,0.874338,0.035732,0.610274,0.227875,0.005720,0.007598,0.090498,0.024796
13,0.870351,0.043974,0.598135,0.237520,0.003496,0.004182,0.090166,0.024603
14,0.881939,0.028957,0.615408,0.208849,0.000885,0.000994,0.089798,0.024841
15,0.886661,0.008970,0.642415,0.197224,0.011517,0.013352,0.089816,0.024501
16,0.877371,0.035911,0.605202,0.222889,0.001257,0.001338,0.089505,0.024695
17,0.891920,0.012435,0.638409,0.187823,0.003321,0.004246,0.089742,0.024813
18,0.896948,0.011366,0.641633,0.186918,0.002396,0.003063,0.089654,0.024171
19,0.874902,0.027227,0.624204,0.221347,0.011170,0.013439,0.089418,0.024750
20,0.895512,0.014345,0.638946,0.187984,0.000629,0.000554,0.089466,0.024767
