round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.921686,0.063399,0.784844,0.041950,0.004729,0.002224
2,0.845241,0.163450,0.707072,0.100194,0.004857,0.002352
3,0.963648,0.030145,0.791768,0.150308,0.004973,0.003581
4,0.904640,0.044874,0.821307,0.072557,0.002735,0.001979
5,0.958217,0.028388,0.781828,0.060883,0.004270,0.001727
6,0.969871,0.009332,0.767880,0.077355,0.004932,0.001799
7,0.967568,0.029013,0.824386,0.127440,0.005194,0.003763
8,0.815208,0.123070,0.749113,0.103512,0.001661,0.002350
9,0.958916,0.028087,0.852437,0.050003,0.004412,0.001734
10,0.935405,0.046529,0.775391,0.083278,0.003756,0.002817
11,0.964668,0.002253,0.765542,0.072209,0.004779,0.001823
12,0.978647,0.015808,0.819022,0.136913,0.202708,0.278629
13,0.951022,0.022134,0.849633,0.049562,0.004273,0.002032
14,0.871602,0.159450,0.787000,0.153902,0.200371,0.280286
15,0.952142,0.021492,0.850663,0.050394,0.004261,0.002041
16,0.839673,0.102650,0.835250,0.102591,0.176074,0.244284
17,0.922284,0.030449,0.852419,0.068054,0.177669,0.243162
18,0.947380,0.026435,0.798571,0.055707,0.004347,0.001790
19,0.834335,0.097498,0.829906,0.097125,0.002226,0.001607
20,0.951140,0.034607,0.857309,0.033830,0.178894,0.242290
