round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.776740,0.188789,0.728335,0.121253,0.220480,0.311402,0.109184,0.020824
2,0.786593,0.178330,0.799395,0.153868,0.215726,0.300341,0.119597,0.079823
3,0.782540,0.179092,0.793837,0.160493,0.215886,0.304618,0.094146,0.059273
4,0.787511,0.177893,0.807121,0.146517,0.216604,0.298499,0.089666,0.049599
5,0.703390,0.280506,0.743647,0.181964,0.306417,0.425556,0.110303,0.064201
6,0.912657,0.003535,0.679280,0.074087,0.005661,0.003202,0.153461,0.050258
7,0.572346,0.261373,0.886439,0.160328,0.535202,0.388649,0.070769,0.050204
8,0.692588,0.297457,0.744769,0.180946,0.320517,0.446017,0.091198,0.063471
9,0.686763,0.293280,0.746376,0.180846,0.325495,0.442510,0.090766,0.061547
10,0.909993,0.007666,0.695387,0.063781,0.011859,0.011186,0.131623,0.011371
11,0.904892,0.011555,0.710961,0.072668,0.024874,0.028957,0.126467,0.017133
12,0.568728,0.257359,0.868639,0.185761,0.530668,0.395900,0.076645,0.064588
13,0.901996,0.008348,0.717032,0.075230,0.030149,0.025380,0.136147,0.006464
14,0.448499,0.124824,0.999999,0.000001,0.743532,0.146906,0.045333,0.028677
15,0.905967,0.011661,0.702123,0.089920,0.023308,0.029927,0.135965,0.006157
16,0.777137,0.171427,0.846497,0.109196,0.242008,0.282423,0.095518,0.039450
17,0.782619,0.175033,0.801175,0.158637,0.217508,0.298217,0.100610,0.055871
18,0.737125,0.242757,0.743116,0.181768,0.245026,0.346210,0.123524,0.050558
19,0.787241,0.175324,0.811100,0.146631,0.217761,0.294009,0.122286,0.016292
20,0.660115,0.174512,0.930809,0.097851,0.431599,0.294135,0.076315,0.022228
