round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.918559,0.048396,0.820479,0.086757,0.005162,0.000406
2,0.935579,0.038312,0.840245,0.092114,0.007173,0.003735
3,0.974162,0.007572,0.779598,0.137985,0.002514,0.001204
4,0.950945,0.029139,0.781175,0.115450,0.006933,0.006301
5,0.966152,0.001141,0.758141,0.130665,0.007972,0.008303
6,0.954660,0.012588,0.818676,0.068253,0.013831,0.016466
7,0.954130,0.019743,0.794001,0.103305,0.002417,0.001118
8,0.957974,0.023404,0.892074,0.085494,0.011625,0.009519
9,0.968054,0.006042,0.781056,0.133727,0.003250,0.000698
10,0.954451,0.028870,0.863837,0.074364,0.004546,0.001478
11,0.960602,0.028362,0.862851,0.105877,0.004277,0.001903
12,0.947483,0.022070,0.878052,0.061183,0.007475,0.004324
13,0.959442,0.003974,0.820641,0.091784,0.011725,0.013841
14,0.972977,0.005862,0.845753,0.073098,0.002509,0.000515
15,0.949398,0.005865,0.908427,0.025934,0.005106,0.002528
16,0.981709,0.007361,0.906842,0.065730,0.006884,0.006127
17,0.958280,0.016196,0.863504,0.050079,0.014088,0.016453
18,0.954437,0.022293,0.884213,0.062863,0.005795,0.003961
19,0.974076,0.009048,0.845427,0.087774,0.002350,0.001513
20,0.954805,0.027687,0.863687,0.078412,0.003348,0.000922
