round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.888938,0.006159,0.730928,0.007668,0.052034,0.011311,0.283994,0.007377
2,0.913499,0.000741,0.697312,0.005800,0.005740,0.002848,0.267238,0.001320
3,0.914607,0.001054,0.691758,0.002921,0.002143,0.000547,0.262821,0.001027
4,0.914798,0.000654,0.691603,0.000715,0.001823,0.000632,0.261045,0.000874
5,0.914783,0.000813,0.691858,0.001114,0.001939,0.000703,0.260000,0.000673
6,0.915082,0.000865,0.692673,0.002530,0.001832,0.000317,0.259378,0.000687
7,0.915171,0.000554,0.692929,0.002758,0.001805,0.000416,0.258826,0.000540
8,0.915004,0.000735,0.692735,0.001173,0.001963,0.000617,0.258485,0.000469
9,0.915088,0.000580,0.692259,0.001399,0.001670,0.000553,0.258203,0.000415
10,0.915348,0.000842,0.693032,0.002372,0.001602,0.000318,0.257978,0.000396
11,0.915192,0.000704,0.691720,0.001210,0.001326,0.000568,0.257696,0.000320
12,0.915238,0.000720,0.693118,0.001556,0.001785,0.000411,0.257521,0.000213
13,0.915363,0.000888,0.693405,0.002404,0.001720,0.000323,0.257357,0.000272
14,0.915368,0.000667,0.691934,0.001792,0.001163,0.000326,0.257174,0.000233
15,0.915446,0.000794,0.692973,0.002228,0.001444,0.000411,0.257120,0.000226
16,0.915613,0.000806,0.693084,0.002292,0.001256,0.000297,0.257096,0.000338
17,0.915521,0.000501,0.692376,0.000900,0.001118,0.000380,0.256934,0.000192
18,0.915475,0.000695,0.692756,0.001166,0.001323,0.000558,0.256885,0.000217
19,0.915661,0.000789,0.693066,0.002508,0.001184,0.000150,0.256678,0.000181
20,0.915608,0.000621,0.692276,0.001569,0.000962,0.000278,0.256732,0.000202
