round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.883103,0.021960,0.608252,0.174232,0.001149,0.001622,0.063156,0.012163
2,0.899809,0.004832,0.634313,0.143406,0.000128,0.000012,0.082344,0.066005
3,0.887672,0.018489,0.673667,0.162244,0.029280,0.041216,0.088699,0.024534
4,0.904596,0.003090,0.660579,0.135259,0.000138,0.000028,0.065778,0.031736
5,0.901866,0.005594,0.642674,0.148346,0.000134,0.000062,0.130307,0.103789
6,0.865642,0.066868,0.753702,0.123877,0.083339,0.116416,0.127343,0.063668
7,0.909831,0.003946,0.671292,0.138066,0.001826,0.002025,0.076633,0.022004
8,0.908648,0.004448,0.673340,0.129602,0.000609,0.000647,0.062961,0.065406
9,0.874483,0.044978,0.749807,0.092127,0.066775,0.079987,0.102621,0.052986
10,0.893611,0.021337,0.720290,0.119135,0.036513,0.051364,0.118583,0.050726
11,0.810411,0.139942,0.803777,0.173618,0.170311,0.239837,0.167640,0.086444
12,0.886666,0.019224,0.734440,0.103590,0.048472,0.031819,0.139101,0.058635
13,0.566326,0.217975,0.929845,0.079493,0.521642,0.268642,0.096863,0.014247
14,0.787172,0.178364,0.822524,0.163144,0.196279,0.275143,0.093268,0.057039
15,0.909919,0.003309,0.675039,0.128309,0.000577,0.000637,0.108953,0.084619
16,0.786693,0.175635,0.814510,0.173008,0.193775,0.273575,0.089878,0.016908
17,0.911479,0.003441,0.682182,0.125408,0.002309,0.003057,0.068095,0.022810
18,0.898876,0.014492,0.699341,0.119600,0.019529,0.025562,0.113242,0.073476
19,0.798848,0.137805,0.831059,0.140378,0.189602,0.236269,0.109620,0.077692
20,0.906950,0.001034,0.664420,0.132967,0.000087,0.000039,0.100466,0.062632
