round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.854559,0.052752,0.513060,0.249649,0.000167,0.000164,0.088398,0.026855
2,0.873004,0.024863,0.636691,0.219580,0.016341,0.020700,0.094895,0.023658
3,0.876881,0.027124,0.629976,0.214533,0.009437,0.012936,0.093076,0.023894
4,0.892099,0.007516,0.625414,0.185406,0.007373,0.010125,0.093984,0.023277
5,0.894473,0.002191,0.670111,0.191599,0.013160,0.018284,0.094307,0.022684
6,0.893526,0.001922,0.661983,0.187610,0.012507,0.017307,0.095232,0.022471
7,0.895167,0.002018,0.664975,0.183519,0.014151,0.019697,0.098362,0.021461
8,0.897695,0.003464,0.660835,0.183250,0.009253,0.012828,0.099719,0.021438
9,0.898105,0.003025,0.664896,0.182201,0.009762,0.013550,0.102534,0.018988
10,0.899455,0.003535,0.664521,0.182765,0.009417,0.011115,0.106943,0.013051
11,0.902043,0.001711,0.670609,0.185775,0.009966,0.013689,0.109313,0.024141
12,0.902532,0.000403,0.667496,0.182904,0.008154,0.011264,0.108027,0.028798
13,0.899349,0.003122,0.665931,0.181138,0.009710,0.013548,0.113032,0.033359
14,0.901340,0.002737,0.662368,0.179301,0.008064,0.011223,0.124322,0.033755
15,0.905298,0.002618,0.672248,0.186440,0.007724,0.010744,0.121826,0.036288
16,0.902711,0.002791,0.671048,0.187049,0.011129,0.013591,0.136294,0.063136
17,0.909619,0.003901,0.609001,0.185278,0.000209,0.000108,0.131120,0.052485
18,0.907422,0.003057,0.645733,0.180611,0.004878,0.006782,0.131637,0.053265
19,0.907712,0.003632,0.638124,0.182156,0.005294,0.007216,0.140205,0.067863
20,0.904729,0.001148,0.634859,0.178062,0.007172,0.010036,0.146364,0.073097
