round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.909605,0.002576,0.700960,0.056697,0.000755,0.000450,0.180960,0.048318
2,0.912832,0.001243,0.705916,0.054924,0.000514,0.000281,0.179010,0.047839
3,0.913533,0.001492,0.707075,0.052942,0.000457,0.000269,0.178918,0.047818
4,0.913495,0.001928,0.707109,0.052410,0.000422,0.000307,0.178703,0.047685
5,0.913306,0.001876,0.706627,0.052474,0.000343,0.000178,0.178317,0.047235
6,0.913097,0.001702,0.707667,0.051735,0.001128,0.000992,0.178407,0.047407
7,0.912316,0.002019,0.712688,0.046836,0.003739,0.004846,0.178229,0.047764
8,0.913768,0.000761,0.707648,0.053598,0.000746,0.000401,0.179600,0.046165
9,0.913030,0.001259,0.709861,0.050900,0.002674,0.002954,0.178608,0.047799
10,0.914020,0.000962,0.708655,0.052454,0.000965,0.000815,0.178539,0.047745
11,0.913334,0.001262,0.709617,0.050968,0.001934,0.002408,0.179022,0.046522
12,0.915108,0.001309,0.710549,0.051229,0.000655,0.000418,0.179451,0.048638
13,0.914132,0.001209,0.709192,0.051012,0.000834,0.000845,0.180810,0.045306
14,0.912694,0.001837,0.710335,0.049987,0.003084,0.003990,0.178259,0.047159
15,0.912541,0.002348,0.710517,0.050377,0.003250,0.004253,0.182128,0.050663
16,0.913398,0.001503,0.710517,0.051382,0.002571,0.003168,0.178015,0.046573
17,0.912395,0.002378,0.710410,0.050292,0.003564,0.004544,0.182627,0.048562
18,0.912873,0.002336,0.714966,0.046148,0.003879,0.004925,0.179991,0.045231
19,0.912983,0.002250,0.715468,0.045658,0.003521,0.004415,0.179799,0.046954
20,0.913389,0.001838,0.715021,0.045973,0.003509,0.004580,0.177979,0.047096
