round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.865088,0.017152,0.672574,0.118588,0.062994,0.044075,0.277748,0.002571
2,0.914151,0.001334,0.691075,0.004268,0.002515,0.000349,0.266059,0.001018
3,0.914650,0.001335,0.691434,0.003806,0.001963,0.000424,0.262198,0.000771
4,0.915147,0.001026,0.693512,0.002097,0.002057,0.000788,0.260646,0.000658
5,0.914761,0.000950,0.693974,0.002089,0.002760,0.000752,0.259833,0.000625
6,0.915086,0.000973,0.694523,0.001928,0.002518,0.000870,0.259264,0.000604
7,0.914997,0.001049,0.694188,0.002032,0.002516,0.001099,0.258785,0.000507
8,0.914961,0.000967,0.693584,0.002057,0.002339,0.001112,0.258344,0.000532
9,0.915268,0.000729,0.692238,0.001261,0.001415,0.000543,0.258149,0.000474
10,0.915445,0.000864,0.694271,0.002252,0.001930,0.000888,0.257751,0.000418
11,0.915356,0.000702,0.692538,0.000861,0.001406,0.000652,0.257569,0.000443
12,0.915124,0.000748,0.693322,0.001791,0.002017,0.000767,0.257418,0.000442
13,0.915296,0.000794,0.693560,0.002269,0.001870,0.001120,0.257283,0.000388
14,0.915171,0.000768,0.693387,0.001731,0.001977,0.001130,0.257195,0.000491
15,0.915492,0.000684,0.692590,0.001425,0.001238,0.000439,0.257069,0.000444
16,0.915230,0.000807,0.693891,0.002090,0.002084,0.001035,0.256883,0.000387
17,0.915335,0.000774,0.692880,0.001514,0.001563,0.000501,0.256947,0.000483
18,0.915467,0.000658,0.692763,0.001410,0.001337,0.000387,0.256805,0.000467
19,0.915357,0.000840,0.692718,0.001512,0.001471,0.000709,0.256711,0.000522
20,0.915511,0.000672,0.692518,0.001417,0.001185,0.000506,0.256798,0.000596
