round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.883582,0.015008,0.572746,0.190979,0.000048,0.000048,0.113346,0.059344
2,0.744673,0.227956,0.711400,0.204071,0.234048,0.330740,0.063714,0.039974
3,0.870186,0.042751,0.662799,0.191075,0.053641,0.074254,0.158387,0.080000
4,0.762373,0.194577,0.711574,0.206204,0.206957,0.291572,0.069325,0.060314
5,0.772067,0.117123,0.771765,0.171144,0.215589,0.182692,0.085894,0.057615
6,0.905296,0.007019,0.665886,0.131658,0.000272,0.000256,0.075734,0.072327
7,0.808801,0.140041,0.808779,0.166525,0.162835,0.230115,0.055062,0.027905
8,0.784982,0.181194,0.823252,0.160504,0.199511,0.278496,0.096902,0.069761
9,0.906188,0.006444,0.669063,0.127574,0.000332,0.000355,0.082917,0.085758
10,0.798524,0.161367,0.818869,0.161118,0.180462,0.253816,0.087577,0.028639
11,0.649713,0.271775,0.786514,0.182615,0.376886,0.369670,0.119924,0.043196
12,0.783304,0.173229,0.805763,0.181303,0.193625,0.273687,0.065912,0.022411
13,0.789040,0.176036,0.821144,0.163343,0.193201,0.272322,0.096479,0.061264
14,0.844516,0.094046,0.679098,0.133887,0.083057,0.116772,0.110062,0.048059
15,0.663390,0.274512,0.794233,0.154455,0.358147,0.368626,0.141454,0.021958
16,0.892466,0.024098,0.690697,0.150067,0.030337,0.042267,0.091936,0.058163
17,0.697456,0.300159,0.723121,0.196495,0.293083,0.413599,0.153675,0.104355
18,0.786060,0.176160,0.827061,0.164383,0.199946,0.270469,0.099681,0.046696
19,0.909266,0.006136,0.673122,0.131835,0.000363,0.000326,0.081982,0.064192
20,0.906377,0.005486,0.661916,0.138918,0.000177,0.000185,0.060434,0.014982
