round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.794771,0.104217,0.543898,0.244194,0.004570,0.003783
2,0.841872,0.119929,0.557833,0.219925,0.003669,0.002828
3,0.918852,0.067478,0.742641,0.167423,0.006082,0.002215
4,0.910161,0.087557,0.613574,0.148345,0.004877,0.003240
5,0.949876,0.006995,0.784354,0.150478,0.006464,0.002023
6,0.816878,0.040550,0.679484,0.084450,0.009350,0.004173
7,0.940855,0.048966,0.795625,0.172100,0.008318,0.003533
8,0.880461,0.062710,0.831316,0.098120,0.005735,0.004337
9,0.908657,0.058564,0.840134,0.115568,0.007612,0.003494
10,0.923076,0.058588,0.907226,0.051962,0.007741,0.003760
11,0.914121,0.037077,0.830047,0.093256,0.005880,0.004172
12,0.947238,0.031782,0.790845,0.101565,0.006047,0.001756
13,0.901502,0.062200,0.839477,0.117455,0.008114,0.003918
14,0.909901,0.082173,0.754804,0.188306,0.006215,0.006727
15,0.952176,0.043423,0.801991,0.191440,0.005380,0.003627
16,0.940622,0.021557,0.833352,0.066302,0.004900,0.000612
17,0.926336,0.029335,0.678798,0.113982,0.005541,0.003297
18,0.979944,0.008925,0.695788,0.212422,0.003067,0.001710
19,0.946889,0.040146,0.738604,0.175882,0.005084,0.003352
20,0.897743,0.047099,0.685869,0.130831,0.003589,0.000311
