round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.918506,0.033580,0.787535,0.151359,0.003447,0.002696
2,0.946014,0.024298,0.705903,0.085498,0.004960,0.001842
3,0.851542,0.159003,0.742912,0.087598,0.004511,0.002599
4,0.945245,0.031060,0.817737,0.071301,0.004878,0.003496
5,0.828474,0.134750,0.752987,0.120236,0.003318,0.004692
6,0.922311,0.007413,0.792473,0.087416,0.004184,0.002988
7,0.857486,0.155024,0.743503,0.082775,0.003665,0.003972
8,0.909589,0.014733,0.835339,0.089912,0.004369,0.003926
9,0.843695,0.144225,0.794625,0.117215,0.003090,0.004370
10,0.847850,0.147961,0.742445,0.091754,0.002537,0.002403
11,0.950822,0.035285,0.826079,0.122944,0.004201,0.003003
12,0.845479,0.142187,0.743728,0.089473,0.002525,0.002406
13,0.968952,0.026523,0.859390,0.105055,0.005553,0.004111
14,0.946000,0.031677,0.864586,0.027355,0.004446,0.002577
15,0.969190,0.026553,0.856021,0.106054,0.005213,0.003772
16,0.946235,0.033518,0.836674,0.045847,0.005315,0.003818
17,0.938378,0.030978,0.851597,0.046199,0.004197,0.002995
18,0.878011,0.132138,0.809189,0.086450,0.005497,0.003376
19,0.976218,0.005618,0.850869,0.015241,0.006419,0.002772
20,0.840159,0.132504,0.795240,0.105257,0.002526,0.003572
