round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.643866,0.263011,0.668494,0.264266,0.306434,0.432971,0.058675,0.020681
2,0.878832,0.020319,0.645715,0.058248,0.021719,0.024415,0.102273,0.067089
3,0.785010,0.095586,0.729119,0.190652,0.149912,0.209229,0.126960,0.088114
4,0.851813,0.034862,0.570438,0.216995,0.010156,0.014046,0.120874,0.101726
5,0.762878,0.148857,0.751070,0.190537,0.197206,0.278695,0.116074,0.078833
6,0.873771,0.030563,0.640722,0.096341,0.012113,0.014667,0.184132,0.095928
7,0.760576,0.183677,0.788056,0.180026,0.222007,0.310227,0.075821,0.028748
8,0.823298,0.063380,0.635348,0.214418,0.077455,0.109399,0.069844,0.028264
9,0.858949,0.007903,0.549475,0.147830,0.000097,0.000074,0.062851,0.028225
10,0.744261,0.198723,0.776685,0.229533,0.230836,0.312283,0.095371,0.019870
11,0.827772,0.106863,0.778614,0.157869,0.135204,0.190811,0.133394,0.106119
12,0.906503,0.005146,0.664385,0.142724,0.001541,0.001907,0.082896,0.009448
13,0.885923,0.018308,0.620900,0.086193,0.000742,0.000935,0.143071,0.105350
14,0.868303,0.038123,0.600512,0.146753,0.002309,0.003032,0.124815,0.086492
15,0.810099,0.114840,0.764177,0.127351,0.141996,0.198130,0.138834,0.084687
16,0.901106,0.005981,0.684867,0.134823,0.012311,0.010644,0.107949,0.051541
17,0.791033,0.134734,0.782090,0.210385,0.176358,0.246862,0.105639,0.023018
18,0.889058,0.017907,0.624628,0.089097,0.000128,0.000067,0.108464,0.073669
19,0.642185,0.200237,0.842124,0.202427,0.397219,0.305906,0.065760,0.021466
20,0.798743,0.115732,0.672536,0.216865,0.139799,0.197558,0.097895,0.007095
