round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.897321,0.007183,0.675852,0.036565,0.019945,0.020530,0.315856,0.003424
2,0.909243,0.001377,0.681035,0.005809,0.005506,0.000417,0.284795,0.003475
3,0.910864,0.000606,0.679727,0.007494,0.002790,0.002077,0.275220,0.003087
4,0.911187,0.001045,0.679430,0.008407,0.002236,0.001720,0.271298,0.002966
5,0.911457,0.000891,0.681539,0.007793,0.002654,0.001703,0.268986,0.002713
6,0.912396,0.001294,0.681055,0.005201,0.001182,0.000333,0.267344,0.002634
7,0.912596,0.001142,0.681856,0.004439,0.001207,0.000375,0.265933,0.002424
8,0.912804,0.001058,0.682484,0.003808,0.001157,0.000449,0.264975,0.002260
9,0.913108,0.000895,0.683685,0.003154,0.001188,0.000533,0.264092,0.002120
10,0.913296,0.000902,0.684058,0.003264,0.001069,0.000145,0.263579,0.002079
11,0.913256,0.000910,0.684348,0.003175,0.001231,0.000373,0.263020,0.001914
12,0.913401,0.000661,0.684423,0.002288,0.001061,0.000168,0.262562,0.001865
13,0.913741,0.000616,0.686042,0.002106,0.001199,0.000315,0.262157,0.001788
14,0.913895,0.000650,0.686367,0.002851,0.001108,0.000272,0.261841,0.001642
15,0.913875,0.000658,0.686677,0.003063,0.001252,0.000286,0.261593,0.001601
16,0.914094,0.000627,0.687191,0.002482,0.001144,0.000259,0.261326,0.001571
17,0.914220,0.000450,0.688306,0.002397,0.001386,0.000398,0.261103,0.001540
18,0.914164,0.000462,0.687267,0.002197,0.001075,0.000185,0.260856,0.001521
19,0.914190,0.000563,0.687422,0.002707,0.001097,0.000293,0.260620,0.001430
20,0.914226,0.000459,0.688050,0.002585,0.001283,0.000461,0.260504,0.001412
