round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.851918,0.033100,0.785280,0.030570,0.123188,0.056398,0.274968,0.002654
2,0.913753,0.000682,0.688124,0.003712,0.001959,0.001200,0.261718,0.000713
3,0.914115,0.000415,0.690972,0.001110,0.002525,0.000291,0.259108,0.000684
4,0.914204,0.000323,0.688587,0.002742,0.001511,0.000673,0.258177,0.000533
5,0.914578,0.000264,0.690547,0.001107,0.001730,0.000678,0.257376,0.000500
6,0.914561,0.000560,0.690789,0.000410,0.001844,0.000745,0.256869,0.000498
7,0.914756,0.000152,0.690875,0.001102,0.001608,0.000617,0.256625,0.000553
8,0.914702,0.000159,0.690212,0.002047,0.001435,0.000634,0.256359,0.000545
9,0.915074,0.000093,0.690599,0.000706,0.001069,0.000231,0.256117,0.000535
10,0.914998,0.000088,0.690785,0.000834,0.001243,0.000292,0.256029,0.000813
11,0.915120,0.000095,0.690803,0.001208,0.001082,0.000322,0.255864,0.000872
12,0.915156,0.000197,0.691887,0.000784,0.001436,0.000176,0.255620,0.001155
13,0.915969,0.001123,0.694010,0.004282,0.001113,0.000192,0.255357,0.001364
14,0.915485,0.000652,0.691828,0.002769,0.000963,0.000281,0.255051,0.001612
15,0.916148,0.001559,0.694306,0.005871,0.000979,0.000214,0.254750,0.001851
16,0.915960,0.001272,0.694286,0.004759,0.001229,0.000266,0.254450,0.002154
17,0.916294,0.001655,0.695335,0.006217,0.001162,0.000352,0.254338,0.002164
18,0.916388,0.001719,0.695590,0.006803,0.001128,0.000214,0.254187,0.002305
19,0.916219,0.001545,0.695273,0.006095,0.001242,0.000329,0.254151,0.002319
20,0.916696,0.002082,0.696816,0.007880,0.001163,0.000091,0.254053,0.002247
