round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.867793,0.017716,0.577263,0.115282,0.000029,0.000007,0.052837,0.024448
2,0.876716,0.013447,0.608499,0.101305,0.000375,0.000336,0.053112,0.022681
3,0.888863,0.006309,0.634764,0.086225,0.000485,0.000448,0.054009,0.023368
4,0.894633,0.003831,0.690681,0.070547,0.005740,0.007555,0.054507,0.023106
5,0.901165,0.003845,0.698104,0.067368,0.004217,0.005639,0.055912,0.022430
6,0.904098,0.002299,0.703733,0.070048,0.003727,0.004913,0.055779,0.022571
7,0.900729,0.009574,0.670212,0.058568,0.000254,0.000075,0.056181,0.022281
8,0.901680,0.008193,0.697292,0.060830,0.002278,0.002953,0.058872,0.019729
9,0.901103,0.005369,0.700493,0.066597,0.004341,0.005957,0.059041,0.020201
10,0.903091,0.005192,0.702394,0.068342,0.003426,0.004645,0.061893,0.018895
11,0.904558,0.001305,0.705156,0.071174,0.004675,0.004647,0.061130,0.020872
12,0.904798,0.003097,0.705939,0.075486,0.006005,0.008282,0.059773,0.021961
13,0.906137,0.003351,0.699253,0.074687,0.002308,0.001643,0.059039,0.022940
14,0.904523,0.003187,0.707396,0.080214,0.006949,0.007867,0.062992,0.018862
15,0.902083,0.002904,0.704968,0.078052,0.008100,0.009340,0.062898,0.020402
16,0.902249,0.002848,0.706208,0.079333,0.008638,0.010264,0.065800,0.019883
17,0.903479,0.003914,0.704930,0.080204,0.007274,0.008364,0.062863,0.020435
18,0.904048,0.002990,0.705239,0.081580,0.007072,0.008091,0.062113,0.023697
19,0.904286,0.003182,0.706650,0.077228,0.006971,0.009715,0.061546,0.022536
20,0.902563,0.003255,0.707102,0.076881,0.008456,0.011821,0.064696,0.021830
