round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.912329,0.000686,0.693090,0.001852,0.005771,0.000330,0.271984,0.001559
2,0.913953,0.000285,0.688019,0.000401,0.001647,0.000251,0.260272,0.000876
3,0.914361,0.000417,0.688948,0.001497,0.001433,0.000018,0.258352,0.000936
4,0.914581,0.000359,0.689832,0.001345,0.001461,0.000078,0.257776,0.001101
5,0.914746,0.000403,0.690080,0.001175,0.001327,0.000164,0.257493,0.001187
6,0.915001,0.000253,0.691094,0.000644,0.001355,0.000173,0.257733,0.001655
7,0.915199,0.000237,0.691277,0.000377,0.001152,0.000269,0.257953,0.001915
8,0.915136,0.000285,0.691281,0.000274,0.001239,0.000435,0.258438,0.002380
9,0.915169,0.000279,0.691229,0.000235,0.001175,0.000441,0.258253,0.002470
10,0.915153,0.000284,0.691388,0.000293,0.001256,0.000426,0.259217,0.002633
11,0.915234,0.000254,0.691433,0.000155,0.001162,0.000382,0.259122,0.003691
12,0.915354,0.000281,0.691550,0.000262,0.001041,0.000316,0.259368,0.003352
13,0.915463,0.000411,0.692047,0.000684,0.001077,0.000312,0.259549,0.004132
14,0.915697,0.000808,0.692872,0.002086,0.001064,0.000344,0.259906,0.004232
15,0.916052,0.001123,0.693928,0.003357,0.000971,0.000311,0.260936,0.003957
16,0.916476,0.001751,0.695540,0.005552,0.000990,0.000335,0.260027,0.004967
17,0.916375,0.001507,0.695091,0.004916,0.000962,0.000248,0.260679,0.004870
18,0.916486,0.001622,0.695319,0.005283,0.000894,0.000263,0.260300,0.005288
19,0.916634,0.001857,0.695954,0.006170,0.000929,0.000261,0.261297,0.006262
20,0.916557,0.001750,0.695636,0.005701,0.000916,0.000276,0.262342,0.007129
