round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.877669,0.035052,0.616814,0.208591,0.015323,0.018714,0.191378,0.048134
2,0.911651,0.002688,0.710693,0.059910,0.004282,0.005160,0.183779,0.048420
3,0.911627,0.001340,0.710896,0.052768,0.003173,0.001720,0.182120,0.048367
4,0.912939,0.000776,0.708076,0.055793,0.001749,0.001815,0.181355,0.048389
5,0.913027,0.000879,0.709263,0.056246,0.001963,0.001797,0.180998,0.048404
6,0.912544,0.000568,0.706708,0.057300,0.001752,0.002059,0.180638,0.048337
7,0.911983,0.001152,0.703818,0.055233,0.000437,0.000145,0.180377,0.048431
8,0.910359,0.002999,0.701628,0.057882,0.000514,0.000260,0.180209,0.048465
9,0.912428,0.000747,0.706713,0.058221,0.001644,0.001875,0.179929,0.048423
10,0.912423,0.001184,0.705256,0.055068,0.000573,0.000316,0.179758,0.048401
11,0.904173,0.012673,0.693264,0.075263,0.001621,0.001853,0.179736,0.048341
12,0.913320,0.000910,0.708964,0.058116,0.001761,0.001893,0.179543,0.048388
13,0.908089,0.007982,0.700061,0.068207,0.001674,0.001845,0.179326,0.048284
14,0.897866,0.020790,0.681997,0.084493,0.000529,0.000231,0.179206,0.048263
15,0.896242,0.022286,0.679149,0.086726,0.000505,0.000238,0.179362,0.048286
16,0.894336,0.022145,0.676592,0.086453,0.000428,0.000135,0.179091,0.048215
17,0.904663,0.011468,0.693145,0.070142,0.000540,0.000222,0.179020,0.048258
18,0.904554,0.011894,0.693058,0.070741,0.000541,0.000246,0.179089,0.048328
19,0.900388,0.015289,0.686447,0.075161,0.000413,0.000118,0.178995,0.048307
20,0.905509,0.010001,0.695510,0.066442,0.000529,0.000094,0.178916,0.048207
