round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.879614,0.038237,0.607504,0.095607,0.001223,0.000529,0.127193,0.022007
2,0.898477,0.015571,0.654421,0.072270,0.004990,0.005412,0.123089,0.024362
3,0.906526,0.009845,0.650427,0.071599,0.001655,0.001086,0.122589,0.024601
4,0.903719,0.010566,0.653422,0.078769,0.004757,0.005390,0.123354,0.024710
5,0.902852,0.007519,0.665704,0.086611,0.010340,0.008132,0.123727,0.024895
6,0.898007,0.008661,0.684196,0.081418,0.017203,0.016786,0.124548,0.025654
7,0.898950,0.012887,0.683683,0.081147,0.016008,0.020028,0.123511,0.025006
8,0.905076,0.006503,0.680983,0.079802,0.009334,0.007201,0.123964,0.024411
9,0.905157,0.008967,0.674430,0.073697,0.007512,0.010041,0.123652,0.024392
10,0.902366,0.008626,0.684641,0.075769,0.013113,0.015103,0.124255,0.025383
11,0.902075,0.002759,0.683568,0.078705,0.015187,0.011561,0.123593,0.024606
12,0.899823,0.004414,0.688957,0.078802,0.018349,0.014942,0.123813,0.025705
13,0.899361,0.008876,0.695250,0.074767,0.023517,0.021196,0.123622,0.025369
14,0.909693,0.005516,0.679708,0.072232,0.006124,0.007960,0.123134,0.026490
15,0.908253,0.003796,0.661857,0.095411,0.008220,0.011316,0.127220,0.023434
16,0.910973,0.002449,0.662858,0.094495,0.005352,0.007295,0.128448,0.028784
17,0.908713,0.003218,0.682628,0.079655,0.008078,0.005822,0.129100,0.025251
18,0.913343,0.003784,0.680750,0.071113,0.004495,0.005891,0.128720,0.024415
19,0.910533,0.001479,0.683198,0.078029,0.007107,0.004955,0.129378,0.022190
20,0.911043,0.002551,0.664512,0.092703,0.005379,0.007252,0.131396,0.026277
