round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.676516,0.286170,0.767677,0.164313,0.289005,0.349129,0.124655,0.101329
2,0.667863,0.279973,0.723825,0.205705,0.279523,0.356397,0.097655,0.105958
3,0.850060,0.019316,0.562608,0.084778,0.000435,0.000392,0.036812,0.009039
4,0.576566,0.237727,0.819059,0.235260,0.433804,0.324844,0.077702,0.059588
5,0.653310,0.271963,0.797726,0.173258,0.334618,0.329211,0.080414,0.042205
6,0.870233,0.034715,0.614402,0.053259,0.001427,0.001880,0.052835,0.025115
7,0.388552,0.144997,0.997017,0.004199,0.760798,0.169596,0.042697,0.016317
8,0.682459,0.290814,0.789363,0.152249,0.294588,0.347137,0.117422,0.100902
9,0.676661,0.245697,0.730316,0.199998,0.307194,0.434349,0.072435,0.052723
10,0.705429,0.262628,0.723984,0.200910,0.240622,0.337651,0.078322,0.040462
11,0.563313,0.237957,0.871322,0.181954,0.497113,0.348011,0.140459,0.084270
12,0.565485,0.262539,0.880903,0.168428,0.476701,0.339274,0.026475,0.027397
13,0.780756,0.128052,0.760807,0.161236,0.175383,0.247603,0.068421,0.044573
14,0.513955,0.172569,0.983720,0.013703,0.586672,0.141340,0.074958,0.047511
15,0.683383,0.291434,0.721035,0.206237,0.262919,0.367431,0.023652,0.025424
16,0.653048,0.271510,0.765328,0.186398,0.338192,0.328145,0.026952,0.018852
17,0.668617,0.282595,0.797244,0.149044,0.317463,0.335428,0.048876,0.040969
18,0.880127,0.029595,0.627516,0.048004,0.000118,0.000084,0.040198,0.010064
19,0.618838,0.263614,0.851415,0.156388,0.399877,0.319503,0.066806,0.031584
20,0.562446,0.244396,0.898557,0.141238,0.488840,0.298905,0.046027,0.034311
