round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.938551,0.040340,0.524961,0.310758,0.011198,0.004444
2,0.965025,0.010404,0.632318,0.227311,0.005204,0.003723
3,0.964381,0.007782,0.653677,0.256721,0.007234,0.006018
4,0.968464,0.007267,0.830090,0.094754,0.006399,0.001058
5,0.938656,0.020332,0.870320,0.017897,0.004527,0.003196
6,0.946085,0.037045,0.774386,0.059755,0.009838,0.008848
7,0.955497,0.032751,0.864232,0.075171,0.008054,0.008959
8,0.966408,0.013796,0.860681,0.092303,0.005291,0.003844
9,0.951613,0.023294,0.846224,0.096142,0.006931,0.006362
10,0.955100,0.018020,0.795034,0.068842,0.011066,0.011325
11,0.964602,0.017470,0.809921,0.076241,0.003394,0.002385
12,0.959146,0.019895,0.845428,0.089290,0.019967,0.019794
13,0.960113,0.019039,0.834507,0.061587,0.007891,0.005986
14,0.974353,0.004504,0.826390,0.086347,0.003657,0.003045
15,0.952451,0.036191,0.852108,0.062177,0.004422,0.003130
16,0.935599,0.017432,0.821003,0.060260,0.024178,0.028905
17,0.962523,0.025832,0.840458,0.054622,0.006666,0.005216
18,0.975817,0.017131,0.772246,0.013256,0.003928,0.002715
19,0.982234,0.001710,0.813643,0.073720,0.008416,0.007530
20,0.939116,0.062793,0.911598,0.076972,0.005578,0.003194
