round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.914267,0.000512,0.688339,0.000434,0.001332,0.000545,0.260160,0.001937
2,0.916156,0.001261,0.694185,0.004428,0.000922,0.000254,0.257317,0.001899
3,0.917971,0.001530,0.700223,0.005583,0.000685,0.000141,0.256195,0.002758
4,0.916626,0.001225,0.707099,0.003249,0.005100,0.002222,0.256265,0.003940
5,0.917501,0.001041,0.705490,0.006100,0.003297,0.003706,0.256317,0.004884
6,0.918698,0.000227,0.703077,0.001537,0.000752,0.000278,0.257711,0.006461
7,0.918034,0.000964,0.705431,0.005150,0.002544,0.002709,0.258259,0.006667
8,0.919306,0.000727,0.705014,0.002871,0.000641,0.000075,0.257703,0.005887
9,0.919250,0.001010,0.705273,0.004068,0.000814,0.000193,0.259228,0.006402
10,0.919990,0.000462,0.707499,0.001425,0.000629,0.000101,0.259064,0.006287
11,0.919776,0.000490,0.708458,0.002618,0.001282,0.001118,0.258580,0.007977
12,0.917791,0.001329,0.699801,0.005474,0.000774,0.000277,0.262923,0.005905
13,0.919366,0.000451,0.706743,0.000637,0.001204,0.000855,0.256663,0.006811
14,0.918619,0.000519,0.707275,0.006428,0.002428,0.002158,0.256526,0.006898
15,0.917556,0.002993,0.712031,0.005757,0.005666,0.006149,0.258401,0.008778
16,0.919053,0.001124,0.703837,0.003712,0.000548,0.000197,0.256838,0.007299
17,0.920582,0.001046,0.709532,0.003626,0.000575,0.000097,0.261118,0.009383
18,0.920332,0.000511,0.710178,0.003550,0.001161,0.000672,0.259075,0.007168
19,0.919884,0.000449,0.706943,0.001710,0.000567,0.000022,0.260967,0.005871
20,0.919918,0.000594,0.707143,0.002354,0.000596,0.000074,0.260901,0.009205
