round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.862033,0.027136,0.763447,0.026205,0.101139,0.046508,0.279960,0.006492
2,0.913613,0.000140,0.694616,0.003405,0.004576,0.001456,0.262751,0.000417
3,0.914165,0.000652,0.689167,0.003233,0.001782,0.001132,0.259409,0.000504
4,0.914471,0.000368,0.689415,0.001810,0.001455,0.000723,0.258298,0.000632
5,0.914072,0.000936,0.691845,0.005505,0.002910,0.002970,0.257535,0.000517
6,0.914922,0.000104,0.690427,0.000707,0.001212,0.000371,0.257160,0.000380
7,0.914716,0.000333,0.690737,0.001386,0.001612,0.000809,0.256845,0.000314
8,0.915049,0.000196,0.690685,0.000212,0.001135,0.000235,0.256570,0.000362
9,0.914710,0.000319,0.690471,0.000868,0.001520,0.000527,0.256483,0.000486
10,0.914868,0.000187,0.689401,0.001237,0.000904,0.000205,0.256228,0.000387
11,0.915018,0.000039,0.691089,0.000985,0.001328,0.000387,0.256112,0.000491
12,0.915199,0.000065,0.691469,0.000672,0.001221,0.000168,0.255948,0.000642
13,0.915075,0.000285,0.691203,0.000443,0.001292,0.000399,0.255577,0.000634
14,0.915056,0.000167,0.690910,0.000447,0.001210,0.000099,0.255304,0.000882
15,0.915251,0.000390,0.691093,0.001063,0.001010,0.000361,0.255307,0.001132
16,0.915143,0.000174,0.691445,0.000461,0.001289,0.000265,0.255110,0.001299
17,0.915485,0.000751,0.692480,0.002481,0.001207,0.000110,0.254885,0.001319
18,0.915724,0.001102,0.693291,0.003398,0.001181,0.000295,0.254795,0.001398
19,0.916316,0.001803,0.695580,0.005917,0.001224,0.000431,0.254653,0.001521
20,0.916761,0.002313,0.696581,0.008074,0.000986,0.000179,0.254445,0.001695
