round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.910150,0.002043,0.701159,0.055276,0.000647,0.000222,0.181726,0.048748
2,0.912408,0.001099,0.704714,0.055667,0.000522,0.000301,0.178624,0.047532
3,0.911215,0.002885,0.706947,0.053207,0.003047,0.003504,0.178194,0.047591
4,0.911679,0.002014,0.707153,0.052070,0.002672,0.003021,0.178311,0.047286
5,0.911317,0.002635,0.708943,0.050199,0.003628,0.004502,0.178059,0.047582
6,0.911115,0.003019,0.714172,0.044310,0.004214,0.005354,0.178163,0.047476
7,0.913591,0.001258,0.706566,0.054275,0.000240,0.000119,0.178379,0.047377
8,0.914104,0.000857,0.707954,0.053567,0.000447,0.000222,0.179321,0.045283
9,0.914044,0.000951,0.708425,0.052687,0.000506,0.000131,0.178062,0.047022
10,0.914123,0.001019,0.708821,0.052297,0.000964,0.000875,0.177938,0.047008
11,0.914186,0.001217,0.708785,0.052111,0.000210,0.000059,0.178912,0.045912
12,0.912733,0.002336,0.708525,0.053824,0.002335,0.002734,0.177890,0.046527
13,0.912374,0.002295,0.708699,0.051724,0.002526,0.003202,0.181161,0.044651
14,0.913701,0.001076,0.712176,0.048130,0.001337,0.001511,0.178831,0.047643
15,0.913834,0.001538,0.710583,0.051499,0.001756,0.001957,0.179517,0.046990
16,0.915124,0.001114,0.711801,0.051022,0.000416,0.000032,0.179265,0.046521
17,0.914273,0.001507,0.713825,0.047729,0.001431,0.001492,0.180939,0.047029
18,0.913643,0.001351,0.710607,0.051336,0.001765,0.001871,0.179726,0.045174
19,0.913269,0.001975,0.711907,0.050073,0.003672,0.004523,0.179002,0.045169
20,0.915431,0.001005,0.711200,0.052188,0.000403,0.000097,0.178558,0.046595
