round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.638230,0.214260,0.633518,0.211518,0.003473,0.002554
2,0.814500,0.148573,0.763636,0.109826,0.004940,0.003661
3,0.944452,0.023000,0.544174,0.244967,0.006408,0.002625
4,0.967024,0.023917,0.815154,0.176975,0.005944,0.004334
5,0.920790,0.037801,0.768561,0.137140,0.004367,0.003171
6,0.879539,0.031407,0.876829,0.029380,0.005251,0.004745
7,0.973403,0.018615,0.799964,0.174453,0.004816,0.003410
8,0.945039,0.032931,0.754902,0.133114,0.004749,0.001986
9,0.825027,0.149625,0.792867,0.129544,0.005781,0.004205
10,0.824281,0.151438,0.770568,0.115134,0.005435,0.003884
11,0.964833,0.015187,0.731537,0.109831,0.006381,0.002656
12,0.900160,0.050336,0.855221,0.032568,0.006198,0.004736
13,0.814631,0.140035,0.788013,0.126226,0.004182,0.003114
14,0.890140,0.037614,0.865064,0.029849,0.005532,0.004702
15,0.830398,0.154911,0.764625,0.117122,0.004288,0.001361
16,0.854610,0.168875,0.739059,0.092440,0.005853,0.002440
17,0.806276,0.133766,0.801938,0.134558,0.003788,0.003049
18,0.934455,0.034345,0.760190,0.129810,0.004868,0.003450
19,0.850782,0.141481,0.762611,0.083469,0.032242,0.036746
20,0.947183,0.037175,0.797121,0.187618,0.202937,0.278467
