round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.473338,0.284764,0.845374,0.218674,0.633657,0.448504,0.121446,0.037156
2,0.673988,0.212137,0.841457,0.115463,0.373483,0.323342,0.117797,0.034991
3,0.664790,0.277866,0.712193,0.210393,0.301205,0.401496,0.039263,0.026744
4,0.870207,0.027556,0.596981,0.189569,0.023930,0.033233,0.144251,0.026569
5,0.663297,0.277139,0.697362,0.230145,0.290398,0.408978,0.052390,0.034369
6,0.660609,0.275284,0.684482,0.244003,0.290894,0.408628,0.067434,0.066276
7,0.878054,0.024935,0.562505,0.107723,0.000292,0.000262,0.075933,0.021394
8,0.705503,0.168703,0.634482,0.345517,0.252299,0.313765,0.162038,0.118546
9,0.861344,0.028428,0.668066,0.145152,0.049397,0.050287,0.140362,0.071085
10,0.670705,0.185743,0.861736,0.157857,0.378232,0.284833,0.134053,0.080547
11,0.722636,0.184538,0.682335,0.279977,0.203304,0.287234,0.079014,0.032142
12,0.756837,0.133533,0.622472,0.310740,0.183334,0.259079,0.094006,0.017309
13,0.742794,0.206068,0.709281,0.227852,0.211998,0.296702,0.094734,0.039129
14,0.799101,0.123107,0.805533,0.104206,0.169616,0.172441,0.164498,0.070999
15,0.864528,0.034300,0.601356,0.152304,0.017405,0.024128,0.112991,0.031911
16,0.881536,0.036507,0.588433,0.148446,0.000332,0.000220,0.099649,0.038390
17,0.707877,0.242563,0.725956,0.236420,0.249568,0.351677,0.096175,0.077004
18,0.886671,0.020327,0.589243,0.121296,0.001808,0.002196,0.110409,0.050978
19,0.871160,0.025045,0.570670,0.107425,0.000071,0.000039,0.062288,0.015250
20,0.866951,0.028760,0.536196,0.139716,0.000014,0.000008,0.059472,0.023779
