round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.788965,0.145555,0.755695,0.160170,0.172350,0.243557,0.100673,0.060485
2,0.730741,0.145085,0.785935,0.217021,0.250337,0.214208,0.067768,0.043054
3,0.510029,0.015233,0.999999,0.000001,0.605284,0.026864,0.062925,0.050076
4,0.809543,0.145936,0.794506,0.143238,0.167167,0.235192,0.120549,0.033607
5,0.762324,0.180611,0.728224,0.203075,0.184514,0.260244,0.050088,0.027334
6,0.909937,0.002168,0.641904,0.094103,0.002407,0.002097,0.127788,0.033256
7,0.774948,0.187967,0.757986,0.195964,0.184602,0.258472,0.125981,0.073397
8,0.779811,0.173566,0.781957,0.155623,0.197056,0.277838,0.091454,0.013926
9,0.755641,0.205053,0.779183,0.156960,0.226669,0.318628,0.065183,0.025882
10,0.810942,0.141187,0.794111,0.142796,0.163714,0.230580,0.106272,0.014738
11,0.786545,0.177268,0.799036,0.149237,0.197351,0.276930,0.148387,0.052688
12,0.905990,0.010443,0.625961,0.068136,0.000861,0.000610,0.094448,0.033222
13,0.780590,0.172046,0.781629,0.156284,0.195625,0.276568,0.076639,0.025049
14,0.577985,0.258104,0.844044,0.220552,0.493037,0.391177,0.160854,0.026263
15,0.810803,0.140295,0.798702,0.141442,0.167033,0.226852,0.148587,0.052953
16,0.911030,0.001381,0.644671,0.094474,0.002975,0.003484,0.115139,0.049064
17,0.809768,0.133849,0.717609,0.155573,0.135515,0.191135,0.083354,0.007646
18,0.904073,0.011056,0.670265,0.100015,0.017760,0.023366,0.127272,0.095898
19,0.782854,0.169902,0.782611,0.153499,0.193836,0.272893,0.107673,0.079744
20,0.681486,0.167567,0.913344,0.113908,0.342957,0.242395,0.120648,0.074970
