round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.890091,0.012525,0.681321,0.125693,0.024878,0.032781,0.086123,0.034334
2,0.882056,0.036789,0.609972,0.194862,0.001427,0.001949,0.036967,0.013259
3,0.820464,0.104419,0.801780,0.135763,0.153341,0.167455,0.098443,0.055977
4,0.792503,0.132018,0.844568,0.121113,0.195709,0.213276,0.075115,0.064989
5,0.892803,0.014638,0.666128,0.129542,0.015360,0.021648,0.104028,0.096282
6,0.904406,0.007363,0.652830,0.144495,0.000753,0.000979,0.125635,0.079908
7,0.680145,0.288268,0.709135,0.205681,0.307980,0.403468,0.141662,0.087367
8,0.799493,0.133016,0.784771,0.199614,0.170705,0.241215,0.097699,0.084396
9,0.674575,0.284366,0.777491,0.163334,0.334963,0.385256,0.162767,0.105985
10,0.786781,0.127817,0.836000,0.163887,0.203837,0.206137,0.139310,0.018266
11,0.891004,0.024594,0.721208,0.122886,0.040334,0.056800,0.112942,0.062971
12,0.904188,0.004688,0.659662,0.134743,0.000094,0.000012,0.072493,0.031248
13,0.679093,0.166988,0.942118,0.066249,0.372315,0.267268,0.082854,0.047648
14,0.907972,0.006441,0.670646,0.134610,0.000704,0.000525,0.116896,0.046792
15,0.693833,0.298378,0.716121,0.202139,0.293421,0.414177,0.098065,0.034541
16,0.868927,0.051611,0.739983,0.129460,0.074875,0.105785,0.135461,0.050401
17,0.908692,0.003561,0.674478,0.122205,0.000697,0.000546,0.153710,0.096521
18,0.819855,0.095287,0.778422,0.148581,0.147649,0.177204,0.161590,0.106291
19,0.448938,0.125129,1.000000,0.000000,0.691271,0.133468,0.094252,0.011210
20,0.776684,0.184473,0.808154,0.179665,0.203431,0.287534,0.065798,0.039274
