round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.750062,0.212670,0.807091,0.161922,0.233846,0.325417,0.102202,0.076618
2,0.882654,0.037438,0.656067,0.143459,0.022518,0.027523,0.126497,0.075486
3,0.699607,0.285647,0.695944,0.217025,0.284205,0.401588,0.143506,0.025315
4,0.904094,0.011185,0.667433,0.139215,0.001669,0.001111,0.078286,0.063831
5,0.902724,0.004552,0.657158,0.135080,0.000148,0.000103,0.047209,0.028067
6,0.909700,0.002012,0.669658,0.132868,0.000544,0.000420,0.103548,0.064304
7,0.910657,0.002135,0.680946,0.135725,0.002803,0.002961,0.146925,0.030822
8,0.848649,0.090904,0.780891,0.125774,0.107748,0.150929,0.103826,0.061488
9,0.908759,0.001595,0.668801,0.131569,0.000142,0.000038,0.098765,0.064339
10,0.898812,0.013936,0.690391,0.122171,0.015571,0.021477,0.127524,0.074293
11,0.906390,0.007605,0.670253,0.132014,0.001093,0.001424,0.097958,0.086960
12,0.862105,0.049159,0.762808,0.133650,0.095413,0.095198,0.133995,0.035281
13,0.905429,0.003263,0.663587,0.133577,0.000118,0.000037,0.072302,0.033078
14,0.903045,0.011064,0.661508,0.137400,0.000636,0.000779,0.098171,0.096663
15,0.905191,0.003270,0.660155,0.136775,0.000085,0.000068,0.076750,0.034136
16,0.912345,0.001069,0.679914,0.126323,0.000571,0.000598,0.134029,0.052820
17,0.909035,0.003899,0.670746,0.133525,0.000237,0.000219,0.095285,0.016085
18,0.908959,0.003921,0.672889,0.128494,0.000401,0.000423,0.109338,0.064828
19,0.847038,0.094206,0.769724,0.115976,0.108957,0.152957,0.120015,0.042096
20,0.822602,0.095055,0.724160,0.123871,0.123786,0.121983,0.171509,0.033610
