round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.872694,0.042306,0.581118,0.246633,0.012821,0.017817,0.189903,0.049134
2,0.911306,0.002078,0.704597,0.060642,0.001689,0.001847,0.183290,0.048736
3,0.912301,0.000851,0.712546,0.051735,0.003570,0.001997,0.181869,0.048537
4,0.912706,0.001039,0.712083,0.050220,0.002860,0.001826,0.181197,0.048546
5,0.913075,0.001275,0.707429,0.052305,0.001073,0.000256,0.180911,0.048567
6,0.913023,0.000773,0.712823,0.050710,0.003148,0.001968,0.180498,0.048478
7,0.912531,0.001630,0.710197,0.046659,0.001871,0.001942,0.180264,0.048548
8,0.913169,0.001126,0.711066,0.046950,0.001825,0.001991,0.180052,0.048385
9,0.913090,0.000335,0.712571,0.051384,0.002904,0.001900,0.179860,0.048419
10,0.913607,0.000807,0.711768,0.047539,0.001778,0.001801,0.179630,0.048368
11,0.912334,0.001971,0.705304,0.051341,0.000430,0.000139,0.179457,0.048323
12,0.912751,0.001016,0.710355,0.049290,0.002288,0.002435,0.179376,0.048383
13,0.900816,0.015243,0.704059,0.053197,0.008724,0.011846,0.179094,0.048253
14,0.909204,0.004361,0.721154,0.035372,0.009331,0.012516,0.179035,0.048176
15,0.913045,0.002944,0.712491,0.043290,0.001698,0.001956,0.178978,0.048343
16,0.913161,0.002796,0.713849,0.042482,0.001969,0.002077,0.178934,0.048250
17,0.912477,0.001466,0.710599,0.048000,0.001857,0.001819,0.178888,0.048269
18,0.911267,0.002791,0.712325,0.046497,0.001810,0.001912,0.178926,0.048357
19,0.913227,0.002677,0.708455,0.048828,0.000558,0.000298,0.178887,0.048292
20,0.914343,0.001731,0.711073,0.048516,0.000613,0.000127,0.178831,0.048259
