round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.843197,0.089442,0.386571,0.291612,0.003136,0.002596
2,0.878615,0.048436,0.637098,0.129689,0.005239,0.001162
3,0.878562,0.048461,0.637099,0.129687,0.005309,0.001065
4,0.878624,0.048431,0.636758,0.130164,0.005103,0.001349
5,0.876132,0.049750,0.628990,0.141039,0.004995,0.001500
6,0.882692,0.044987,0.637038,0.145887,0.005950,0.000289
7,0.875677,0.050011,0.630026,0.139584,0.005954,0.000286
8,0.875396,0.049643,0.629549,0.139414,0.005954,0.000286
9,0.878006,0.052872,0.662786,0.159122,0.006424,0.000603
10,0.885046,0.047802,0.669587,0.163792,0.006286,0.000434
11,0.878020,0.052879,0.662530,0.159704,0.006286,0.000434
12,0.913363,0.055668,0.808183,0.045949,0.007428,0.001663
13,0.920359,0.045743,0.815148,0.037521,0.007428,0.001663
14,0.913345,0.055655,0.808131,0.045894,0.007428,0.001663
15,0.913367,0.055671,0.808071,0.045821,0.007366,0.001578
16,0.920791,0.046050,0.816614,0.039438,0.007376,0.001591
17,0.913786,0.055968,0.809606,0.047694,0.007369,0.001583
18,0.923371,0.048013,0.824577,0.050026,0.007471,0.001567
19,0.923479,0.048100,0.824239,0.049570,0.007205,0.001228
20,0.916432,0.057970,0.817993,0.057307,0.007366,0.001244
