round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.344815,0.078053,1.000000,0.000000,0.818677,0.094215,0.020681,0.019751
2,0.521012,0.255782,0.888605,0.157537,0.549783,0.350651,0.109009,0.096093
3,0.873081,0.010133,0.600407,0.089157,0.000049,0.000009,0.048922,0.006091
4,0.600345,0.211585,0.860482,0.197308,0.448170,0.321077,0.025329,0.009963
5,0.715299,0.211157,0.723895,0.206792,0.226650,0.275466,0.078081,0.082025
6,0.629083,0.110999,0.936546,0.087377,0.451934,0.152227,0.055708,0.014550
7,0.887111,0.010728,0.627327,0.086124,0.000144,0.000145,0.024264,0.011662
8,0.850119,0.063146,0.733584,0.076543,0.090609,0.127399,0.094867,0.064309
9,0.876895,0.035431,0.714627,0.053290,0.052343,0.073764,0.103110,0.069904
10,0.722000,0.147347,0.884891,0.101282,0.336412,0.255516,0.087647,0.046736
11,0.684442,0.291937,0.784442,0.156091,0.289789,0.350052,0.119322,0.078935
12,0.694438,0.298776,0.745682,0.182163,0.262809,0.367508,0.022284,0.015509
13,0.600912,0.260961,0.894305,0.136072,0.429604,0.323324,0.077432,0.046568
14,0.553547,0.237205,0.951435,0.068682,0.524351,0.257790,0.100145,0.071496
15,0.659355,0.235842,0.880745,0.098708,0.409531,0.376432,0.031513,0.014164
16,0.594548,0.256709,0.861827,0.193461,0.451564,0.330573,0.070575,0.044804
17,0.595498,0.257823,0.864178,0.189878,0.451492,0.330583,0.051287,0.038227
18,0.443384,0.120645,1.000000,0.000000,0.694580,0.064957,0.142947,0.135577
19,0.681767,0.157597,0.918603,0.112564,0.397636,0.281902,0.043657,0.018251
20,0.901369,0.002722,0.657843,0.076435,0.000139,0.000126,0.027209,0.009041
