round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.863779,0.039785,0.526741,0.232772,0.000185,0.000156,0.088664,0.027244
2,0.880847,0.029696,0.570901,0.208913,0.001407,0.001304,0.093135,0.021545
3,0.878117,0.025556,0.611557,0.206157,0.008172,0.011224,0.092026,0.022626
4,0.890520,0.006990,0.657300,0.193817,0.011889,0.016323,0.091794,0.023099
5,0.898167,0.002946,0.647009,0.175895,0.008983,0.012215,0.092242,0.022292
6,0.898370,0.004219,0.636348,0.175085,0.007675,0.010436,0.092709,0.023329
7,0.897239,0.002619,0.666275,0.181777,0.012321,0.017081,0.096727,0.022381
8,0.895244,0.003076,0.648601,0.176615,0.014859,0.020722,0.097122,0.023975
9,0.903922,0.007707,0.602553,0.175254,0.000260,0.000104,0.100005,0.022559
10,0.904427,0.007642,0.601955,0.175563,0.000262,0.000089,0.102881,0.028545
11,0.904937,0.006513,0.602319,0.177297,0.000245,0.000110,0.114025,0.023576
12,0.904889,0.006706,0.602333,0.176619,0.000217,0.000124,0.112769,0.020744
13,0.905911,0.006841,0.642420,0.174461,0.001343,0.001665,0.113127,0.022596
14,0.903302,0.004237,0.638041,0.173774,0.003607,0.004931,0.130443,0.044884
15,0.906291,0.005469,0.603993,0.177625,0.000195,0.000095,0.131937,0.023393
16,0.904384,0.002660,0.631913,0.174046,0.005218,0.007222,0.138965,0.040825
17,0.904792,0.001498,0.643603,0.175088,0.006391,0.008921,0.139689,0.052924
18,0.904099,0.002697,0.642609,0.173698,0.006323,0.008804,0.145029,0.064538
19,0.905701,0.002453,0.639254,0.176268,0.004494,0.006186,0.164623,0.070161
20,0.905159,0.000701,0.644047,0.177886,0.006292,0.008725,0.173313,0.106036
