round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.898608,0.009122,0.664732,0.029713,0.014020,0.007062,0.290914,0.003337
2,0.911821,0.000721,0.686601,0.003277,0.004042,0.002216,0.272379,0.001926
3,0.912840,0.000522,0.686115,0.003459,0.002460,0.002009,0.266454,0.002037
4,0.913884,0.000334,0.686311,0.000550,0.001100,0.000421,0.263877,0.001795
5,0.914080,0.000192,0.687909,0.001891,0.001427,0.000737,0.262401,0.001664
6,0.914126,0.000108,0.688168,0.001642,0.001461,0.000751,0.261357,0.001596
7,0.914393,0.000471,0.688945,0.001246,0.001385,0.000680,0.260655,0.001556
8,0.913913,0.000953,0.691833,0.005102,0.003123,0.003131,0.260011,0.001350
9,0.914478,0.000441,0.690263,0.000853,0.001760,0.000849,0.259610,0.001222
10,0.914402,0.000228,0.688689,0.002212,0.001277,0.000641,0.259238,0.001161
11,0.914633,0.000416,0.689590,0.000659,0.001296,0.000500,0.258967,0.001081
12,0.914517,0.000252,0.689428,0.001001,0.001395,0.000690,0.258734,0.001050
13,0.914512,0.000498,0.690122,0.001074,0.001661,0.000972,0.258428,0.000912
14,0.914705,0.000481,0.690384,0.000771,0.001494,0.000778,0.258281,0.000845
15,0.914597,0.000331,0.689345,0.001194,0.001255,0.000740,0.258030,0.000851
16,0.914777,0.000358,0.689749,0.000935,0.001158,0.000556,0.257918,0.000806
17,0.914599,0.000234,0.689449,0.001296,0.001291,0.000688,0.257746,0.000726
18,0.914925,0.000150,0.689983,0.001062,0.001042,0.000467,0.257627,0.000735
19,0.914818,0.000222,0.689580,0.001121,0.001038,0.000455,0.257450,0.000720
20,0.914865,0.000228,0.689134,0.000562,0.000807,0.000288,0.257353,0.000653
