round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.914182,0.000443,0.687897,0.001387,0.001284,0.000460,0.259147,0.002271
2,0.917045,0.002287,0.697092,0.008028,0.000787,0.000236,0.257210,0.002877
3,0.916592,0.001322,0.695169,0.005207,0.000691,0.000133,0.258159,0.003352
4,0.918222,0.000893,0.702860,0.004398,0.001324,0.001020,0.257698,0.004275
5,0.916646,0.000447,0.705479,0.007710,0.004468,0.003301,0.258040,0.005726
6,0.918982,0.000673,0.703702,0.002442,0.000596,0.000011,0.259252,0.006192
7,0.918426,0.000796,0.701714,0.003016,0.000616,0.000046,0.259342,0.007790
8,0.918163,0.002277,0.704085,0.003684,0.001863,0.001770,0.258573,0.006201
9,0.919905,0.000693,0.709038,0.000628,0.001322,0.000718,0.259535,0.007162
10,0.919511,0.000210,0.705811,0.000780,0.000656,0.000075,0.259154,0.007538
11,0.919387,0.001060,0.708914,0.001849,0.001986,0.001966,0.261911,0.009960
12,0.918781,0.001740,0.703129,0.006340,0.000658,0.000126,0.263597,0.009638
13,0.919677,0.000325,0.706253,0.001194,0.000593,0.000005,0.259862,0.008713
14,0.919880,0.001149,0.711047,0.003414,0.002106,0.002269,0.262165,0.006921
15,0.916744,0.002315,0.707634,0.008878,0.005138,0.006452,0.265387,0.010265
16,0.920155,0.000793,0.709387,0.004097,0.001108,0.000897,0.261841,0.009913
17,0.919429,0.000658,0.705217,0.002394,0.000548,0.000026,0.263594,0.011679
18,0.920211,0.000755,0.709484,0.004291,0.001066,0.000726,0.260820,0.009378
19,0.919564,0.000452,0.707499,0.003831,0.001215,0.000933,0.263508,0.011520
20,0.919585,0.000269,0.705821,0.000997,0.000558,0.000056,0.268093,0.010239
