round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.883890,0.031445,0.710232,0.053947,0.051237,0.063225,0.304190,0.003025
2,0.900927,0.013410,0.648182,0.055428,0.004654,0.002555,0.280376,0.002594
3,0.901184,0.014610,0.647526,0.060282,0.004055,0.002462,0.272704,0.002641
4,0.903151,0.013182,0.651775,0.051695,0.002941,0.002227,0.269490,0.002635
5,0.902230,0.015510,0.647527,0.054188,0.002619,0.001165,0.267430,0.002590
6,0.903995,0.013873,0.653820,0.048083,0.002545,0.001108,0.265923,0.002356
7,0.903859,0.014291,0.653081,0.049183,0.002456,0.001258,0.264738,0.002048
8,0.902624,0.015980,0.648735,0.055716,0.002529,0.001257,0.263963,0.002017
9,0.902616,0.016386,0.648983,0.056913,0.002633,0.001263,0.263207,0.001860
10,0.902779,0.016413,0.649052,0.057162,0.002434,0.001192,0.262678,0.001798
11,0.903284,0.015516,0.650626,0.053153,0.002329,0.001456,0.262290,0.001699
12,0.902291,0.017103,0.647068,0.059739,0.002364,0.001177,0.261806,0.001614
13,0.902424,0.017284,0.647461,0.060343,0.002329,0.001198,0.261505,0.001542
14,0.903879,0.015017,0.653319,0.051888,0.002518,0.001244,0.261163,0.001456
15,0.902662,0.016892,0.648711,0.058677,0.002468,0.001290,0.260898,0.001382
16,0.902566,0.017231,0.650558,0.056280,0.003290,0.002643,0.260720,0.001397
17,0.902465,0.017337,0.647890,0.060260,0.002432,0.001302,0.260451,0.001359
18,0.902569,0.017408,0.648100,0.060397,0.002367,0.001359,0.260236,0.001282
19,0.902349,0.017583,0.647078,0.060878,0.002287,0.001421,0.260047,0.001282
20,0.902521,0.017712,0.647489,0.061237,0.002205,0.001456,0.259886,0.001257
