round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.913466,0.000548,0.691388,0.004129,0.003573,0.002139,0.265357,0.000401
2,0.914340,0.000168,0.688951,0.000481,0.001462,0.000231,0.258507,0.001253
3,0.914905,0.000164,0.690716,0.001062,0.001345,0.000213,0.257721,0.001892
4,0.915146,0.000119,0.691109,0.000745,0.001161,0.000127,0.257264,0.002353
5,0.915355,0.000111,0.691817,0.000562,0.001139,0.000067,0.257225,0.002765
6,0.915389,0.000197,0.691806,0.000452,0.001087,0.000140,0.257960,0.003886
7,0.915858,0.000682,0.693252,0.002306,0.000984,0.000125,0.257992,0.003692
8,0.915967,0.000829,0.693545,0.002735,0.000944,0.000160,0.258652,0.004138
9,0.916640,0.001806,0.695868,0.006284,0.000887,0.000138,0.258441,0.004935
10,0.916589,0.001644,0.695834,0.005899,0.000944,0.000139,0.259525,0.005386
11,0.916558,0.001666,0.695634,0.005779,0.000912,0.000137,0.260202,0.005715
12,0.916813,0.001958,0.696797,0.006914,0.000995,0.000145,0.259699,0.006274
13,0.916990,0.002211,0.697221,0.007694,0.000912,0.000176,0.260646,0.006620
14,0.916833,0.001964,0.696545,0.006850,0.000874,0.000144,0.260697,0.007038
15,0.916905,0.002042,0.696610,0.007335,0.000799,0.000098,0.260186,0.006864
16,0.916930,0.002060,0.696610,0.007282,0.000766,0.000110,0.261640,0.008044
17,0.916787,0.001729,0.696024,0.006145,0.000743,0.000098,0.260218,0.006982
18,0.916754,0.001710,0.695958,0.005977,0.000763,0.000168,0.263082,0.009692
19,0.917032,0.001741,0.696855,0.006184,0.000717,0.000130,0.262109,0.008063
20,0.916826,0.001128,0.696086,0.003993,0.000712,0.000066,0.261241,0.008338
