round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.902034,0.001717,0.673143,0.019982,0.012458,0.009800,0.313081,0.006963
2,0.909296,0.000923,0.680152,0.003343,0.005102,0.000174,0.284306,0.003824
3,0.910949,0.001108,0.675599,0.003911,0.001132,0.000295,0.275078,0.003277
4,0.911238,0.000690,0.680317,0.007320,0.002498,0.001884,0.271081,0.003021
5,0.911960,0.001131,0.679436,0.003894,0.001177,0.000448,0.268871,0.002866
6,0.911940,0.001157,0.679426,0.003567,0.001201,0.000626,0.267273,0.002751
7,0.912656,0.001165,0.682233,0.004264,0.001265,0.000389,0.265971,0.002495
8,0.913242,0.000710,0.684482,0.001346,0.001301,0.000494,0.264914,0.002317
9,0.913188,0.000946,0.684483,0.003431,0.001376,0.000379,0.264110,0.002179
10,0.913436,0.000775,0.684762,0.002030,0.001139,0.000398,0.263617,0.002185
11,0.913708,0.000662,0.685777,0.002447,0.001145,0.000184,0.263063,0.002102
12,0.913750,0.000532,0.685797,0.001927,0.001095,0.000136,0.262558,0.001952
13,0.913946,0.000646,0.687150,0.002663,0.001331,0.000330,0.262190,0.001933
14,0.914015,0.000573,0.686760,0.002143,0.001091,0.000262,0.261885,0.001870
15,0.913936,0.000754,0.686812,0.003319,0.001219,0.000430,0.261600,0.001783
16,0.914030,0.000631,0.687374,0.003135,0.001300,0.000456,0.261300,0.001677
17,0.914106,0.000537,0.687443,0.002527,0.001221,0.000436,0.261065,0.001726
18,0.914260,0.000506,0.687533,0.002257,0.001043,0.000313,0.260803,0.001580
19,0.914020,0.000541,0.686995,0.001849,0.001171,0.000317,0.260622,0.001514
20,0.914351,0.000393,0.688223,0.002002,0.001176,0.000263,0.260463,0.001548
