round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.879854,0.017860,0.584776,0.085173,0.000334,0.000416,0.088459,0.006885
2,0.899510,0.008598,0.616784,0.075028,0.001087,0.000770,0.089418,0.009772
3,0.902230,0.006445,0.622691,0.078639,0.001001,0.000703,0.088756,0.008680
4,0.900430,0.007977,0.620367,0.077213,0.001297,0.000925,0.089346,0.008368
5,0.902797,0.007643,0.622828,0.074320,0.001010,0.000817,0.090070,0.008468
6,0.906879,0.004830,0.631967,0.080875,0.000826,0.000633,0.090384,0.008310
7,0.905928,0.008102,0.626738,0.072888,0.000768,0.000612,0.090695,0.007997
8,0.906683,0.006067,0.629844,0.077089,0.000805,0.000587,0.092782,0.007710
9,0.908093,0.004162,0.634638,0.082549,0.000823,0.000427,0.093292,0.005540
10,0.906292,0.007226,0.628392,0.075328,0.000541,0.000259,0.093409,0.006052
11,0.907965,0.005099,0.632966,0.080152,0.000476,0.000193,0.095580,0.006016
12,0.906589,0.005783,0.630015,0.079316,0.000377,0.000329,0.095540,0.005148
13,0.908090,0.005127,0.633072,0.080015,0.000470,0.000329,0.095689,0.006154
14,0.906465,0.007648,0.628491,0.074663,0.000731,0.000698,0.097324,0.005022
15,0.906936,0.006964,0.629644,0.076349,0.000420,0.000321,0.098479,0.006103
16,0.909346,0.004269,0.635070,0.082038,0.000289,0.000243,0.097894,0.004077
17,0.908753,0.005102,0.633891,0.080822,0.000309,0.000214,0.098286,0.005835
18,0.910614,0.002623,0.638700,0.085813,0.000253,0.000141,0.099348,0.004782
19,0.908080,0.004830,0.632850,0.080827,0.000188,0.000138,0.096982,0.002426
20,0.908863,0.004997,0.633639,0.080021,0.000253,0.000165,0.097416,0.004128
