round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.477186,0.217792,0.730363,0.381314,0.567826,0.401254,0.041684,0.027859
2,0.839321,0.044811,0.512292,0.252649,0.016612,0.023103,0.139136,0.104386
3,0.733024,0.151888,0.584195,0.315962,0.192789,0.269638,0.239179,0.092581
4,0.638362,0.260708,0.563472,0.322914,0.289576,0.408894,0.053655,0.043860
5,0.743493,0.129348,0.679495,0.329422,0.193035,0.270713,0.041327,0.018220
6,0.530215,0.209954,0.739912,0.367808,0.497348,0.365454,0.059379,0.024974
7,0.427214,0.184150,0.982848,0.024243,0.718905,0.226389,0.134953,0.099543
8,0.843188,0.038760,0.505042,0.240104,0.000195,0.000093,0.074162,0.037309
9,0.653465,0.273072,0.577605,0.318793,0.289358,0.409060,0.059956,0.033149
10,0.693811,0.298278,0.648337,0.250920,0.291205,0.407742,0.147076,0.133005
11,0.779933,0.124306,0.858201,0.091461,0.216648,0.222977,0.130327,0.105342
12,0.567225,0.254207,0.834965,0.233334,0.509560,0.344677,0.121960,0.100371
13,0.893047,0.008020,0.588440,0.166615,0.005197,0.007036,0.131486,0.098613
14,0.892135,0.008502,0.616137,0.143430,0.017340,0.024312,0.121649,0.093016
15,0.575152,0.236673,0.869656,0.184334,0.495482,0.350125,0.125837,0.136513
16,0.679430,0.151182,0.736918,0.315761,0.317501,0.257678,0.168759,0.085645
17,0.673075,0.165936,0.804799,0.274347,0.378856,0.270019,0.200630,0.110762
18,0.585669,0.244306,0.818690,0.256254,0.484154,0.340618,0.109241,0.108889
19,0.762000,0.192529,0.814277,0.157726,0.226068,0.319334,0.057457,0.037985
20,0.782769,0.123136,0.719474,0.282290,0.172540,0.243544,0.077791,0.021512
