round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.894447,0.013805,0.692374,0.057696,0.030065,0.037543,0.299805,0.002899
2,0.910741,0.001023,0.681849,0.003293,0.003751,0.001803,0.276792,0.001738
3,0.911971,0.000601,0.684258,0.002137,0.002962,0.001317,0.270022,0.002015
4,0.912794,0.000611,0.687420,0.002880,0.003013,0.001242,0.266874,0.001883
5,0.913466,0.000358,0.688952,0.003963,0.002663,0.001514,0.265029,0.001803
6,0.913612,0.000559,0.691050,0.004342,0.003246,0.001630,0.263839,0.001672
7,0.914024,0.000648,0.687679,0.000778,0.001420,0.000647,0.262953,0.001554
8,0.913714,0.000460,0.689784,0.003633,0.002633,0.001522,0.262152,0.001426
9,0.913858,0.000316,0.691868,0.003572,0.003213,0.001444,0.261608,0.001382
10,0.914018,0.000460,0.691036,0.003878,0.002683,0.001813,0.261211,0.001275
11,0.914130,0.000418,0.691444,0.003575,0.002681,0.001595,0.260899,0.001249
12,0.914043,0.000326,0.691433,0.004058,0.002797,0.001813,0.260497,0.001134
13,0.914145,0.000501,0.691478,0.003445,0.002673,0.001692,0.260151,0.001029
14,0.914510,0.000441,0.689552,0.000146,0.001453,0.000570,0.259957,0.000949
15,0.914497,0.000371,0.689525,0.000915,0.001461,0.000531,0.259703,0.000956
16,0.914288,0.000475,0.691910,0.003388,0.002638,0.001797,0.259455,0.000895
17,0.914610,0.000360,0.689994,0.000426,0.001480,0.000653,0.259302,0.000889
18,0.914614,0.000325,0.689822,0.000559,0.001411,0.000648,0.259150,0.000824
19,0.914566,0.000382,0.689660,0.000847,0.001416,0.000840,0.258994,0.000839
20,0.914644,0.000326,0.689936,0.000301,0.001412,0.000498,0.258810,0.000823
