round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.881556,0.039120,0.608379,0.096794,0.001070,0.000746,0.124369,0.024141
2,0.887087,0.011080,0.683425,0.087952,0.029912,0.025478,0.122436,0.024817
3,0.897160,0.010758,0.658375,0.094203,0.013612,0.009552,0.121490,0.025899
4,0.899950,0.005675,0.677394,0.074369,0.017445,0.014651,0.122268,0.025887
5,0.899178,0.010395,0.675600,0.067056,0.016135,0.022170,0.122010,0.026789
6,0.900773,0.010091,0.675889,0.069478,0.014559,0.019822,0.122306,0.026928
7,0.895777,0.013213,0.689875,0.076361,0.024083,0.028925,0.122454,0.026987
8,0.905412,0.009680,0.671644,0.085965,0.006112,0.006887,0.124791,0.027607
9,0.902764,0.009980,0.682687,0.066678,0.014804,0.020193,0.123310,0.025834
10,0.899494,0.011589,0.689831,0.074894,0.019998,0.023293,0.124782,0.028860
11,0.903937,0.009313,0.680618,0.069396,0.012484,0.017056,0.123895,0.027789
12,0.904848,0.009153,0.683405,0.068418,0.013331,0.018303,0.123199,0.025027
13,0.906745,0.004764,0.678411,0.076687,0.008992,0.007582,0.125221,0.029429
14,0.901368,0.007958,0.692607,0.074897,0.019815,0.018491,0.124410,0.025581
15,0.903298,0.005267,0.690349,0.077429,0.016753,0.014625,0.126656,0.027364
16,0.904802,0.005208,0.689856,0.076109,0.014993,0.013506,0.127301,0.028462
17,0.903300,0.006003,0.692078,0.075161,0.018057,0.016509,0.127339,0.030178
18,0.900984,0.009927,0.692611,0.072541,0.021134,0.022097,0.127580,0.025368
19,0.903231,0.006929,0.683675,0.065134,0.014689,0.016716,0.129060,0.029508
20,0.898824,0.011347,0.683675,0.076881,0.016414,0.019378,0.133329,0.030259
