round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.912728,0.000410,0.694393,0.000755,0.005709,0.000308,0.270929,0.002477
2,0.914232,0.000089,0.688850,0.000526,0.001571,0.000194,0.259708,0.000957
3,0.914691,0.000307,0.690020,0.001174,0.001379,0.000418,0.258378,0.001165
4,0.915222,0.000395,0.692188,0.000865,0.001459,0.000228,0.258224,0.001348
5,0.915146,0.000206,0.695121,0.003586,0.002659,0.001616,0.258186,0.001605
6,0.915535,0.000350,0.692992,0.000502,0.001328,0.000291,0.259163,0.001995
7,0.915953,0.000851,0.694448,0.002319,0.001299,0.000338,0.258644,0.001987
8,0.915841,0.000636,0.693965,0.001708,0.001272,0.000253,0.259819,0.001446
9,0.916352,0.001275,0.695587,0.003902,0.001176,0.000302,0.259534,0.002277
10,0.916812,0.001881,0.697292,0.006138,0.001181,0.000305,0.259959,0.002216
11,0.916898,0.002018,0.697772,0.006445,0.001243,0.000362,0.261291,0.002305
12,0.916965,0.002022,0.697858,0.006578,0.001183,0.000322,0.260928,0.003170
13,0.916858,0.001905,0.699311,0.008532,0.001872,0.000575,0.261599,0.003280
14,0.917400,0.002501,0.699155,0.008547,0.001070,0.000252,0.261963,0.002802
15,0.917423,0.002396,0.698993,0.008312,0.000977,0.000203,0.262554,0.003544
16,0.917424,0.002363,0.699003,0.008188,0.000980,0.000204,0.263780,0.003371
17,0.917241,0.002039,0.700145,0.009938,0.001658,0.000917,0.263049,0.002992
18,0.917284,0.002059,0.698192,0.007190,0.000869,0.000174,0.263672,0.003814
19,0.917530,0.002519,0.699214,0.008712,0.000913,0.000256,0.264656,0.003247
20,0.917485,0.002249,0.698786,0.008036,0.000815,0.000115,0.263722,0.004066
