round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.514676,0.277593,0.846050,0.217718,0.608009,0.430272,0.083837,0.059125
2,0.770861,0.194444,0.773911,0.176519,0.236010,0.327571,0.144383,0.014957
3,0.664213,0.275522,0.685712,0.224459,0.316127,0.443127,0.093923,0.061422
4,0.567862,0.262116,0.861989,0.195177,0.537945,0.395322,0.091089,0.102284
5,0.865923,0.045571,0.595268,0.094659,0.000785,0.000344,0.144658,0.021285
6,0.503218,0.264053,0.922983,0.108918,0.641774,0.385272,0.061550,0.060120
7,0.911714,0.002617,0.662369,0.060219,0.002669,0.002313,0.162820,0.047699
8,0.492890,0.232578,0.828744,0.242192,0.595229,0.423490,0.064715,0.067589
9,0.742880,0.158882,0.739491,0.211591,0.218024,0.307732,0.095951,0.062088
10,0.633669,0.200754,0.876966,0.173972,0.435557,0.304311,0.086861,0.102411
11,0.779107,0.173970,0.775445,0.167840,0.215851,0.301252,0.119271,0.084423
12,0.680215,0.273524,0.697141,0.215390,0.284495,0.401283,0.093315,0.062091
13,0.780443,0.178029,0.791218,0.153283,0.218200,0.304198,0.124159,0.080835
14,0.575315,0.262295,0.865667,0.189976,0.506714,0.369555,0.078461,0.055867
15,0.779194,0.179612,0.786942,0.157571,0.219891,0.306790,0.119685,0.084780
16,0.711565,0.283148,0.726312,0.194020,0.280658,0.392260,0.127455,0.087764
17,0.682722,0.275166,0.700451,0.212618,0.308685,0.435485,0.089780,0.062289
18,0.873227,0.048392,0.599104,0.106903,0.000626,0.000402,0.142109,0.021518
19,0.653765,0.184116,0.878675,0.171565,0.413870,0.290185,0.093081,0.097365
20,0.614481,0.218477,0.857373,0.201705,0.461963,0.328431,0.077001,0.057312
