round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.913816,0.000380,0.686083,0.001639,0.001109,0.000166,0.263599,0.000399
2,0.914241,0.000069,0.689142,0.000852,0.001667,0.000236,0.258124,0.000922
3,0.914837,0.000248,0.690774,0.000765,0.001458,0.000471,0.257883,0.001322
4,0.915148,0.000339,0.691523,0.000679,0.001311,0.000487,0.258167,0.001376
5,0.915490,0.000735,0.692396,0.002326,0.001167,0.000390,0.257873,0.001901
6,0.916571,0.001851,0.696055,0.006352,0.001050,0.000240,0.259396,0.001698
7,0.916834,0.002039,0.696559,0.007187,0.000877,0.000164,0.258869,0.001657
8,0.916503,0.001474,0.695210,0.005290,0.000826,0.000090,0.260250,0.001489
9,0.916817,0.001733,0.696417,0.006295,0.000847,0.000104,0.259838,0.002020
10,0.916485,0.001338,0.695182,0.004836,0.000841,0.000113,0.261740,0.002626
11,0.917175,0.001913,0.698009,0.007193,0.000950,0.000060,0.261627,0.002346
12,0.916824,0.000620,0.696273,0.002364,0.000783,0.000054,0.262727,0.002755
13,0.917772,0.001289,0.699773,0.004755,0.000789,0.000038,0.262031,0.002864
14,0.917382,0.000700,0.698275,0.002639,0.000765,0.000025,0.262982,0.002328
15,0.917364,0.000371,0.698223,0.001339,0.000770,0.000069,0.264481,0.002419
16,0.918605,0.000836,0.702606,0.003025,0.000703,0.000059,0.263914,0.001572
17,0.918601,0.000012,0.702582,0.000125,0.000699,0.000055,0.263596,0.001579
18,0.918471,0.000110,0.702158,0.000492,0.000720,0.000045,0.263615,0.000209
19,0.917865,0.000381,0.704570,0.005184,0.002452,0.002459,0.265866,0.000291
20,0.917330,0.002436,0.708623,0.006400,0.004701,0.005719,0.267372,0.003555
