round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.914269,0.000912,0.688569,0.002327,0.001416,0.000454,0.260059,0.000080
2,0.915685,0.000464,0.692756,0.002383,0.001035,0.000305,0.257870,0.001798
3,0.915763,0.000851,0.695907,0.003434,0.002106,0.001857,0.258595,0.003017
4,0.916867,0.002378,0.700878,0.008487,0.002446,0.001754,0.259564,0.004312
5,0.916777,0.002223,0.699231,0.006601,0.001955,0.001950,0.259791,0.003837
6,0.916963,0.001181,0.705968,0.011502,0.004215,0.002783,0.261028,0.004613
7,0.918626,0.002534,0.705941,0.009941,0.001921,0.001943,0.261352,0.005778
8,0.917850,0.001388,0.702544,0.006828,0.001718,0.001608,0.260895,0.004596
9,0.917472,0.001420,0.706075,0.010822,0.003556,0.004149,0.262134,0.006720
10,0.918999,0.001999,0.703921,0.007634,0.000655,0.000116,0.261598,0.006510
11,0.918779,0.001934,0.704229,0.007906,0.001072,0.000684,0.261826,0.005806
12,0.918584,0.001780,0.702869,0.007324,0.000832,0.000380,0.263479,0.008144
13,0.918132,0.001542,0.705309,0.009073,0.002364,0.002563,0.264650,0.009221
14,0.918591,0.001951,0.702399,0.007229,0.000646,0.000059,0.267398,0.007543
15,0.919429,0.002398,0.705620,0.009057,0.000699,0.000099,0.263176,0.008087
16,0.918985,0.002046,0.703756,0.007712,0.000613,0.000075,0.262525,0.006475
17,0.918954,0.002724,0.709986,0.012085,0.002983,0.003485,0.265396,0.009619
18,0.917822,0.001788,0.705740,0.009516,0.002950,0.003513,0.264677,0.008408
19,0.919287,0.002265,0.705285,0.008659,0.000769,0.000389,0.265312,0.009361
20,0.918577,0.001825,0.705564,0.009096,0.001848,0.001878,0.265773,0.008701
