round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.817511,0.057934,0.435257,0.259060,0.025638,0.036193,0.101009,0.009495
2,0.808649,0.053559,0.527666,0.263526,0.076559,0.107853,0.097600,0.010644
3,0.849601,0.040940,0.569491,0.185884,0.029191,0.040611,0.095197,0.009278
4,0.846327,0.045287,0.572783,0.206260,0.036159,0.050720,0.093824,0.009285
5,0.866966,0.041615,0.605097,0.152532,0.016154,0.022270,0.093677,0.009075
6,0.868607,0.048059,0.584391,0.139907,0.001525,0.001963,0.092875,0.009388
7,0.877551,0.038972,0.605972,0.132676,0.004026,0.005314,0.093157,0.009025
8,0.873609,0.044653,0.602313,0.142825,0.004594,0.006234,0.093225,0.008712
9,0.877947,0.042012,0.604239,0.134522,0.001572,0.001955,0.093215,0.008573
10,0.886570,0.027545,0.612399,0.119968,0.001580,0.001841,0.092835,0.008358
11,0.886494,0.027109,0.612981,0.120055,0.001671,0.002053,0.092704,0.008427
12,0.887575,0.029265,0.615957,0.121558,0.001743,0.001933,0.092918,0.008133
13,0.891036,0.023249,0.617388,0.111814,0.000557,0.000325,0.092763,0.008014
14,0.889817,0.024958,0.617184,0.116911,0.001582,0.001698,0.092459,0.008143
15,0.889757,0.024690,0.617022,0.118208,0.001529,0.001931,0.092504,0.008263
16,0.887120,0.025167,0.608515,0.116442,0.000161,0.000095,0.092713,0.007762
17,0.890528,0.023248,0.612470,0.114742,0.000167,0.000071,0.093001,0.007605
18,0.888952,0.023007,0.610176,0.113982,0.000126,0.000072,0.092802,0.007785
19,0.888109,0.024308,0.608760,0.114204,0.000098,0.000060,0.093074,0.007382
20,0.888967,0.024038,0.611388,0.116303,0.000298,0.000295,0.093447,0.007153
