round,accuracy,detection_rate,false_positive_rate
1,0.9568126298902542,0.9068740332702663,0.007673388920181672
2,0.9573139606956649,0.9101389859331219,0.009139593628929597
3,0.9583348525175921,0.9106445760820341,0.007751423220463412
4,0.9583166223064863,0.9116704216634635,0.008518712085814981
5,0.9586447661063915,0.9112587789737772,0.0076575881824602204
6,0.959054945856273,0.9125083963726197,0.007844773564303844
7,0.9595836219783425,0.9140009215380664,0.008000922947227783
8,0.9596291975061071,0.913891031462211,0.007844854346664303
9,0.9603219455281292,0.913977474589917,0.00672214596740486
10,0.9603310606336821,0.9140872049991444,0.0067846218770465285
11,0.9604222116892114,0.9146784399426223,0.007050568600416027
12,0.9604951325336348,0.9150956709642915,0.007221630115096361
13,0.9605771684836111,0.9150955112976633,0.007081685381696172
14,0.9606136289058227,0.9152050820402627,0.007097243772336243
15,0.9607685857002224,0.9150092278365853,0.0066906252743224185
16,0.9610784992890218,0.9152087543727087,0.006299726731669585
17,0.9611514201334452,0.9152514969366774,0.006206537952550071
18,0.9611240748167864,0.9158853147774959,0.006706749141485708
19,0.9612061107667627,0.9163464060295305,0.0068938537409688715
20,0.9612972618222919,0.9165658668479855,0.0068938537409688715
