round,accuracy,detection_rate,false_positive_rate
1,0.9379294806804099,0.787678061649657,0.005904226141744387
2,0.9333618713423941,0.7777442037697564,0.008413554260599431
3,0.9341613157598287,0.780014091659216,0.008441006577697151
4,0.940695054635575,0.803135647863555,0.007870170908746423
5,0.9439957192745296,0.8089869035398621,0.0056075659896997814
6,0.9447789524673174,0.8074688222950708,0.003907259193307679
7,0.9408527655739551,0.8066649297034693,0.00896945353806485
8,0.9494254815816154,0.8362340268775724,0.008263785092579128
9,0.9497411865428267,0.8310750924538077,0.005836657799381244
10,0.9507096992227102,0.8348837310844692,0.006115901173056187
11,0.9540894779234093,0.8519297537613437,0.007774021496637159
12,0.9584319026698209,0.8656785724139345,0.0069147431453875615
13,0.9637377492396079,0.8844280865172449,0.006688737532355722
14,0.9646896474034019,0.8902121553319038,0.00750353119360004
15,0.9649714713784421,0.8868280228505667,0.005818840397155654
16,0.9650050692801622,0.8918125270075228,0.007673250013676953
17,0.9655121915501208,0.886104058657436,0.004842195500445522
18,0.9654614990340259,0.8873559647588415,0.005309811752316522
19,0.9666385039990987,0.8888329020593115,0.004308408564901383
20,0.9665709135969359,0.8885165197549207,0.004299965836000502
