round,accuracy,detection_rate,false_positive_rate
1,0.9575691836511466,0.909778707805321,0.008438335097079915
2,0.9580613993510045,0.9107870141038399,0.00831330249543612
3,0.9582801618842747,0.9097986420876526,0.0072373500704573535
4,0.9584624639953331,0.9099302227787487,0.0070196133838568014
5,0.9586629963174973,0.9101941824940813,0.006863140871491025
6,0.9588088380063441,0.9106975373102003,0.006972695864855206
7,0.9593739745506253,0.9121233939636446,0.0070195326014963425
8,0.9594833558172604,0.91236454539734,0.007003893428495811
9,0.9596109672950013,0.9127809780858689,0.007082008511138009
10,0.9596838881394246,0.9125406249853139,0.0067851065712092856
11,0.9597932694060598,0.9117281728904721,0.006020402741392421
12,0.960121413205965,0.9137677534357753,0.006910219955213539
13,0.960221679367047,0.9139647253058492,0.006879022391572936
14,0.959993801728224,0.9119766689890594,0.005846756191177381
15,0.9600576074670945,0.9122607226533517,0.005940672011541031
16,0.960458672111423,0.9145350679672268,0.006878537697410178
17,0.9602946002114705,0.9127868857511079,0.0059089089713772105
18,0.9605224778502934,0.9134171909261086,0.005973162092948988
19,0.9605407080613994,0.913615120795951,0.006082232392150413
20,0.9605771684836111,0.9133093765164182,0.00580105040758268
