round,accuracy,detection_rate,false_positive_rate,train_loss
1,0.41564881321325703,1.0,0.9435501513107521,0.0804350174868532
2,0.41564881321325703,1.0,0.9435501513107521,0.2080896323966446
3,0.41564881321325703,1.0,0.9435501513107521,0.1819230861186334
4,0.41564881321325703,1.0,0.9435501513107521,0.06471564208810422
5,0.9169796186239836,0.806480575755398,0.0011178326530533055,0.25367457045922237
6,0.41592226637984464,1.0,0.9431598673831423,0.05721822054180686
7,0.9293670470704051,0.8701923874638757,0.026151980807716232,0.188871303745569
8,0.785430415284209,0.9143484335334401,0.29842125140380826,0.07729177039216391
9,0.9341160170634775,0.8606184976055223,0.01099362435099781,0.17399883281213166
10,0.9333868086192438,0.8620385545037031,0.026070769219351093,0.09485594268201572
11,0.9271703066321508,0.8379266880100891,0.003804750541193204,0.16545648111814631
12,0.6681007766069931,0.9899375924041566,0.5265263396371437,0.07465669713060896
13,0.9304517446312027,0.8591324356368524,0.011671388489674854,0.16271211123264945
14,0.8626991650563314,0.9122745214624114,0.17156675581590042,0.07317444437341183
15,0.923980019688628,0.833760080438283,0.002997238941561294,0.1605139290014747
16,0.5687643562912458,0.9994112122476313,0.6940480185253963,0.04765048793489933
17,0.5279924891530243,0.9998886711992152,0.7627515634024729,0.04070535470265109
18,0.9254202063659897,0.8396468790920653,0.0035187179150113486,0.17148442625178204
19,0.9336238013636198,0.8739042411590932,0.03464689669945887,0.08896313371827105
20,0.587751121157983,0.998776487106549,0.6635015595123056,0.039756963083529426
