round,accuracy,detection_rate,false_positive_rate
1,0.9361932227829848,0.7810447894409281,0.005773682274683903
2,0.9328305245133381,0.7777897847560972,0.009193265285515088
3,0.9399614726027397,0.8032268639034742,0.009031970680576512
4,0.9434311914203317,0.808346527270538,0.006052127697076419
5,0.9434142934390772,0.803584553042119,0.004370607273271281
6,0.9412231885364095,0.8083179429780887,0.009033383671906434
7,0.9529053262436915,0.8516063433626916,0.009245463069147449
8,0.9552992069214132,0.8554967239576069,0.00733100087082955
9,0.9547697368421053,0.8558556731555222,0.008306671564212937
10,0.9647677090843547,0.887310450025223,0.00626819147672024
11,0.965376036409517,0.8849527715099965,0.0046096941203109774
12,0.9656182408074981,0.8868877186003182,0.004907835112910997
13,0.9661758741888969,0.8879606771573041,0.004640443298105444
14,0.9660125270367701,0.8869279789641739,0.004500157148332111
15,0.9664293439077145,0.8878443169695003,0.004238351349364568
16,0.965747791997116,0.8866109333689495,0.004747890426327514
17,0.9658548125450612,0.8864759846298842,0.004516918648575209
18,0.9661195475847153,0.8875394770216855,0.004511154124270192
19,0.9656745674116799,0.8860933439772091,0.0045510046631263455
20,0.9657196286950254,0.8865442956375614,0.0046445953214398605
