Final results using Attention-Weighted FedXgbBagging:
Total rounds: 20
Number of participating clients: 16
XGBoost params: {'objective': 'binary:logistic', 'eval_metric': 'logloss', 'seed': 79397, 'n_jobs': -1, 'max_depth': 3, 'learning_rate': 0.017462960628932028, 'n_estimators': 850, 'min_child_weight': 2, 'gamma': 0.6008466563824473, 'subsample': 0.8874331341725578, 'colsample_bytree': 0.7409548092577293, 'max_delta_step': 2}
Optimal Threshold: 0.7000
Accuracy: 0.9663190196
Detection Rate: 0.8882381205
False Positive Rate: 0.0045121298

--- Per-Round Attention Weights ---
Round 1: α = [0.06249078646894479, 0.06250888141222789, 0.06256503594688292, 0.06247624295863708, 0.06254409745985952, 0.06255673831995645, 0.061997760031167214, 0.06262218149162255, 0.06253035763604571, 0.062481084500123324, 0.062456778309354255, 0.06262866456394448, 0.06257808879058756, 0.06246969963382453, 0.0625662604369707, 0.06252734203985111]
  Client 0: DR=0.8907, FPR=0.0632, Score=0.8344
Round 9: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 1: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 2: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 3: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 4: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 5: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 6: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 7: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 8: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 9: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 10: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 11: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 12: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 13: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 14: DR=0.9462, FPR=0.0631, Score=0.8865
  Client 15: DR=0.9462, FPR=0.0631, Score=0.8865
Round 10: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 1: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 2: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 3: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 4: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 5: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 6: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 7: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 8: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 9: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 10: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 11: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 12: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 13: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 14: DR=0.9463, FPR=0.0631, Score=0.8866
  Client 15: DR=0.9463, FPR=0.0631, Score=0.8866
Round 11: α = [0.06250039789069199, 0.06250039789069199, 0.06250039789069199, 0.06250039789069199, 0.06250039789069199, 0.06250039789069199, 0.06250039789069199, 0.06250039789069199, 0.06250039789069199, 0.06250039789069199, 0.06249403163962018, 0.06250039789069199, 0.06250039789069199, 0.06250039789069199, 0.06250039789069199, 0.06250039789069199]
  Client 0: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 1: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 2: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 3: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 4: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 5: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 6: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 7: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 8: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 9: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 10: DR=0.9466, FPR=0.0631, Score=0.8868
  Client 11: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 12: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 13: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 14: DR=0.9467, FPR=0.0631, Score=0.8869
  Client 15: DR=0.9467, FPR=0.0631, Score=0.8869
Round 12: α = [0.062499992850355554, 0.062499992850355554, 0.062499992850355554, 0.062499992850355554, 0.062499992850355554, 0.062499992850355554, 0.062499992850355554, 0.062499992850355554, 0.062499992850355554, 0.062499992850355554, 0.062499992850355554, 0.06250005004751111, 0.062499992850355554, 0.062499992850355554, 0.06250005004751111, 0.062499992850355554]
  Client 0: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 1: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 2: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 3: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 4: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 5: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 6: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 7: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 8: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 9: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 10: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 11: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 12: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 13: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 14: DR=0.9463, FPR=0.0630, Score=0.8867
  Client 15: DR=0.9463, FPR=0.0630, Score=0.8867
Round 13: α = [0.06250013015313392, 0.0624998097736848, 0.06250013015313392, 0.06250013015313392, 0.06250013015313392, 0.06249940930751164, 0.06250013015313392, 0.0624998097736848, 0.06250013015313392, 0.06250013015313392, 0.06250013015313392, 0.06250013015313392, 0.06250013015313392, 0.06250013015313392, 0.06250013015313392, 0.06249940930751164]
  Client 0: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 1: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 2: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 3: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 4: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 5: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 6: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 7: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 8: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 9: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 10: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 11: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 12: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 13: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 14: DR=0.9465, FPR=0.0630, Score=0.8869
  Client 15: DR=0.9465, FPR=0.0630, Score=0.8869
Round 14: α = [0.06249992489862341, 0.06249992489862341, 0.06249992489862341, 0.06249992489862341, 0.06249992489862341, 0.06250032543929855, 0.06249992489862341, 0.06249992489862341, 0.06249992489862341, 0.06249992489862341, 0.06249992489862341, 0.06249992489862341, 0.06250032543929855, 0.06249992489862341, 0.06249992489862341, 0.06250032543929855]
  Client 0: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 1: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 2: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 3: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 4: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 5: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 6: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 7: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 8: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 9: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 10: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 11: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 12: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 13: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 14: DR=0.9467, FPR=0.0610, Score=0.8889
  Client 15: DR=0.9467, FPR=0.0610, Score=0.8889
Round 15: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 1: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 2: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 3: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 4: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 5: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 6: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 7: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 8: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 9: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 10: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 11: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 12: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 13: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 14: DR=0.9467, FPR=0.0609, Score=0.8890
  Client 15: DR=0.9467, FPR=0.0609, Score=0.8890
Round 16: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 1: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 2: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 3: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 4: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 5: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 6: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 7: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 8: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 9: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 10: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 11: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 12: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 13: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 14: DR=0.9467, FPR=0.0602, Score=0.8897
  Client 15: DR=0.9467, FPR=0.0602, Score=0.8897
Round 17: α = [0.06250000715558174, 0.0625000644014154, 0.06250000715558174, 0.0625000644014154, 0.06250000715558174, 0.06250000715558174, 0.06250000715558174, 0.0625000644014154, 0.06250000715558174, 0.0625000644014154, 0.06250000715558174, 0.06250000715558174, 0.06249949194543834, 0.0625000644014154, 0.0625000644014154, 0.0625000644014154]
  Client 0: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 1: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 2: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 3: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 4: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 5: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 6: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 7: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 8: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 9: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 10: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 11: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 12: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 13: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 14: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 15: DR=0.9471, FPR=0.0603, Score=0.8900
Round 18: α = [0.06250043962652041, 0.06250043962652041, 0.06249887610868311, 0.06250043962652041, 0.06250043962652041, 0.06249887610868311, 0.06249887610868311, 0.0625003823794042, 0.06250043962652041, 0.06250043962652041, 0.06250007827358976, 0.06250043962652041, 0.06250007827358976, 0.06250043962652041, 0.06249887610868311, 0.06250043962652041]
  Client 0: DR=0.9471, FPR=0.0602, Score=0.8900
  Client 1: DR=0.9471, FPR=0.0602, Score=0.8900
  Client 2: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 3: DR=0.9471, FPR=0.0602, Score=0.8900
  Client 4: DR=0.9471, FPR=0.0602, Score=0.8900
  Client 5: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 6: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 7: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 8: DR=0.9471, FPR=0.0602, Score=0.8900
  Client 9: DR=0.9471, FPR=0.0602, Score=0.8900
  Client 10: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 11: DR=0.9471, FPR=0.0602, Score=0.8900
  Client 12: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 13: DR=0.9471, FPR=0.0602, Score=0.8900
  Client 14: DR=0.9471, FPR=0.0603, Score=0.8900
  Client 15: DR=0.9471, FPR=0.0602, Score=0.8900
Round 19: α = [0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]
  Client 0: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 1: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 2: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 3: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 4: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 5: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 6: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 7: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 8: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 9: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 10: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 11: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 12: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 13: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 14: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 15: DR=0.9471, FPR=0.0602, Score=0.8901
Round 20: α = [0.062499867612289206, 0.062499867612289206, 0.062499867612289206, 0.062499924860185754, 0.062499867612289206, 0.062499867612289206, 0.062499924860185754, 0.062499867612289206, 0.062499867612289206, 0.062499867612289206, 0.062499867612289206, 0.062499867612289206, 0.062499867612289206, 0.06250187131986878, 0.062499867612289206, 0.062499867612289206]
  Client 0: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 1: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 2: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 3: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 4: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 5: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 6: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 7: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 8: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 9: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 10: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 11: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 12: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 13: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 14: DR=0.9471, FPR=0.0602, Score=0.8901
  Client 15: DR=0.9471, FPR=0.0602, Score=0.8901
