round,accuracy,detection_rate,false_positive_rate
1,0.9689144736842106,0.9657237036264654,0.012276133040935671
2,0.9096075297460486,0.8747114821018642,0.004909727862828983
3,0.9815679855205547,0.9000331081655335,0.003673128090514952
4,0.934285103197519,0.9409942063303187,0.3130256463987936
5,0.8720271474994967,0.7948417164556978,0.009014095797674024
6,0.7906368247323081,0.779314048055072,0.23513284551144564
7,0.9496748739679989,0.8605160647849427,0.005055060174392666
8,0.7540106246951661,0.755939956236949,0.2810869551821193
9,0.8583538921841374,0.8266271460836584,0.01601826594681711
10,0.7466942288031817,0.8158405303107895,0.27699842180518275
11,0.8748196339518517,0.8375753864397535,0.014112773004159048
12,0.8353795301617283,0.8909202393640847,0.2858825854971082
13,0.9364224709564479,0.9063460108711454,0.008489362006898687
14,0.7546711191376745,0.89011498458673,0.2802982192557374
15,0.9086810028738479,0.8664961389167133,0.009736099476022449
16,0.7582816579634465,0.8526234568290514,0.27537889581261515
17,0.949250498595355,0.8380408442812906,0.004992246715082207
18,0.8524530170279638,0.8924211948350749,0.2674407518221298
19,0.9144124977205034,0.8971978940672615,0.04082373596913891
20,0.9188635781929869,0.9201205694259221,0.19143467320174912
